문장,정답,예측,확신도(%)
자네도 알다시피 이번에 교육건이 좀 커서 맡으려는 기관이 많네? 네. 알고 있습니다 늘 자네가 해왔다고한건 이유가 안돼 알지? 네.노력하겠습니다 뭐 그런 노력도 좋지만 다른쪽으로도 생각해보게 네?? 아니 윗분들한테 자네가 챙겨줬다고 하고 식사라도 대접하면 얼마나 좋아하시겠어? .그말씀은? 잘 생각해보고 내일까지 가지고오게나 네.알겠습니다.,갈취(1),직장내괴롭힘(2),71.38
그만 좀 꺼져 내가 뭘 했다고 그냥 너 존재 자체가 짜증나 아 왜 그래 쳐맞고싶냐 미안 그리고 너 동생 이쁘던데 어? 이쁘다고 동생은 건드리지 마 건든다고 안 했는데? 죽고싶냐 이새끼야? 미안,협박(0),기타괴롭힘(3),70.72
야 이거 게임 레벌 업 시켜놔 내일까지 내일까지?? 나는 게임도 잘못하는데 공부벌레니까 게임도 잘할줄 알았는데 못하겠어? 시시간을 더줘 시시시간을 더 못주겠는데? 내일까지 레벨업 안시켜놓으면 쳐맞는거야 하루라도 시간을 더줘 야 그럴거면 내가 했지 새끼야 뭘 이렇게 불만이 많아 .노력해볼게 노력이 아니라 되게 만들어 안그럼 진짜 너 죽기 직전까지 맞아 아.알겠어,협박(0),기타괴롭힘(3),70.63
내 레포트 내일까지 써 와. 내가 왜? 내 말 안들으면 니 나체 사진 인터넷에 뿌릴거야. 그런 사진이 있다고? 이거 너잖아. 너 이거 어디서 났어? 그건 알 거 없고 내가 시킨대로 하면 돼. 미쳤니? 니 사진 다른 사람들이 다 봐도 된다는거야? 너 협박죄에 불법촬영으로 고소 할거야.,기타괴롭힘(3),갈취(1),70.18
김대리! 스카프 샀어? 네네 너무 이쁘다 비싸보여 월급 받은 기념으로 하나 샀어요 줘봐줘봐 네? 나도 어울리는지 해보게 네네? 말귀 못알아먹어? 여기요 어머 나한테 너무 이쁘다 네. 김대리 내가 오늘만 사무실에서 하고 퇴근할때 줄게 네?? 싫어?? 아니요.,갈취(1),직장내괴롭힘(2),69.25
혜정아 지금 빨리 인스타에 우리 같이 찍은 사진 올려. 오빠 그건 내 계정이고 내 맘대로 하고싶어. 좋은 말로할 때 빨리 올려. 싫어 내가 올리고 싶을 때 올릴거야. 너 안올리면 너랑 찍은 영상 유포해버린다? 영상? 무슨영상.? 왜 우리 좋을 때 같이 찍었잖아 오빠 그거 언제 찍었어.? 일단 빨리 좋은 말로 할 때 올려. 진짜 왜그래? 신고할거야.,협박(0),갈취(1),69.2
애 너희 오빠잘생겼던데! 아그래고마워 아니 고맙긴 뭘 어?? 다름이 아니라 나 너네오빠 만나보고 싶은데 너가 연결좀 시켜주라 어? 우리오빠 여자친구 만날생각 없다던데 그걸 니가 어떻게 알아? 마음이 바꼇을수도 있고 아. 왜 싫어?? 니네오빠 몸에 금칠이라도했어? 아니 그건 아닌데 그거 아니면 내연락처좀 전달해주고 연락오게해줘 안그러면 알지?? 좀 쉽게쉽게 가자,기타괴롭힘(3),갈취(1),69.01
어이 이야기한 돈은 준비 됐나? 아직요 그 큰 돈을 어떻게 구해요 우리 대화를 잊었나 본데 니 목숨이 달려있어 시간을 조금만 더 주시면 안될까요? 다음주 월요일까지도 제대로 상환 안하면 그땐 정말 죽이러 올거야 경고했다 제 처자식을 봐서라도 조금만 시간을 주세요 그러게 남의 돈에 손 댔으면 그정도 감수는 해야지 죄송합니다. 정말 죄송합니다 그럼 다음주에 두둑하게 준비하고 오게나 예,협박(0),갈취(1),68.85
유튜브 보니까 기절놀이가 유행이라는데 해보자. 그거 나도 봤는데 위험해 뭐가 위험해 이리와봐 아니야 싫어. 나한테 하지마 맞고 올래? 그냥 올래? 그러면 살살해야해 살살하는게 어딨어 그럼 기절 못하지 으.윽 오. 버티네? 으.윽 살려줘,기타괴롭힘(3),협박(0),68.63
안녕하세요. 김철수씨? 네 맞는데요? 35살이고 땡땡회사 7년 째 재직 중인? 뭐야 당신 누구야? 지금 5분 안으로 돈 1000만원 입금하지 않으면 너에 대한 모든 정보가 다 빠져나가게 될거야. 갑자기 무슨 소리를 하는 거야? 난 너에 대한 모든 정보를 알고 있어. 너가 세상에 밝히고 싶지 않은 비밀정보들까지. 제발 용서해주세요. 제가 뭘 잘못했길래. 딱 7시까지다. 기다린다. 제발 용서해주세요 제발.,갈취(1),협박(0),67.78
기사를 내려 줘. 팩트를 알려주면 내릴 수 있어요. 팩트가 뭐건 간에 빨리 내려. 사실과 다르다니까. 팩트를 얘기 안하면 내릴 수 없어요. 팩트를 얘기할 수는 없어. 이건 개인적인 거라고. 이건 개인의 명예훼손이야. 어쨌든 사실을 알려주지 않으면 고쳐줄 수 없어요. 수정 안해주면 가만 안둘거야. 사실을 알려주셔야 저도 윗사람을 설득해서 수정해 드릴 수 있어요. 이런 걸 확인도 않고 써놓고 사실을 알려 달라는 게 말이 돼. 미친 야. 최대한 노력을 해보겠지만 어려울 겁니다. 이게 기사야. 쓰레기지. 너 같은 인간들 때문에 기자가 욕을 먹는 거야.,협박(0),기타괴롭힘(3),67.44
너 내돈 대체 언제갚냐? 미안한데 시간을 좀 줘 너 오늘까지는 준다며 나도 더이상은 못참아 그럼 어떻하라고 지금은 없는데 너희 엄마한테 말해서 받아야겠어 그건 안되 며칠후에 준다니까 니말을 어떻게 믿냐 너같은 놈은 정신좀 차려야돼 경찰서에가자 신고할테니 싫다고 난 안가 배째라,협박(0),갈취(1),66.31
어이 너희 집 어딘지 이제 아는데. 왜 이래 제발 우리 집에는 오지마. 그럼 내가 얘기한 거 하면 돼잖아. 그걸 어떻게 내가. 안돼면 집에 내가 가야지. 제발 오지마 그럼 저기 가서 면담좀 하자. 제발 안돼요. 할게요. 그때 얘기했다. 보고 가야지. 알겠어.,기타괴롭힘(3),협박(0),66.1
땡땡씨 얼굴 너무 크지않아? 맞아요. 큰얼굴에 화장해놓고 자기가 이쁜줄 안다니까. 호박에 줄긁는다고 수박되나. 그러게나 말이에요. 얼른 퇴직했으면 좋겠네. 저 얼굴때문에 입맛떨어져서 회사 나오기가 싫어. 저도요. 너무 공감되네요. 얼굴 큰사람보면 정말 토할것같다니까. 그 얼굴에 화장도 하고 다니니까 더 역겨워. 저도 땡땡씨 지나가면 안보려고 고개 숙이고 지나간다니까요. 에휴 수고가 많네. 정말 빨리 없어졌으면 해요.,직장내괴롭힘(2),기타괴롭힘(3),65.61
안녕 얘들아 나는 이번에 전학 온 수진이야 잘 부탁해 잘 부탁해? 이 새끼가 미쳤나 야 영철아 얘가 잘 부탁한다는데 ? 어 그래그래 잘 해줄게 그래 그럼 담배부터 사와볼까? 으.응? 담배라니?? 담배라니? 이지랄 모르는 척 하는거 역겹다 너 야 담배 몰라? 말레 사오라고 못 사오면 넌 내일은 없는거다 알겠냐? 사오면 누가 알아? 우리가 정말 잘 해줄지 미친새끼 얘들아. 담배 이런건 안좋은거야. 학교폭력 멈춰!,기타괴롭힘(3),갈취(1),65.52
아니 직원들 월급을 그렇게 많이 가져가시면. 자네 불만있으면 나가시게 그럼 노력의 대가를 정당하게 다 받고 나가겠습니다. 싫다면 아니 사장님!! 원래 절이 싫으면 중이 떠나는 거야 사장님 여긴 절이 아니라 직장이 잖아요 그래서 뺏어간 돈 저희 것이기도 해요 애초에 내 회사 아니었다면 그 돈도 못만들었어 경호팀 이 자식들 끌어내,갈취(1),직장내괴롭힘(2),64.73
이사님 이 사진. 모르지 않으실텐데요? 이. 이건. 이사님이 여기까지 오신거 다 장인어른 분 덕 아니셨어요? 별것도 없는 대 출신에서 그룹 이사 되신거 다 데릴사위로 팔려나가서 된거라고 소문이 자자하던데. 어디서 찍은거야? 그게 중요해요? 사모님도 불쌍하시지 개천에서 데려와 개룡으로 만들어놨더니 어린 여자라 바람이나 피고 말이야. 사모님이 이 사진을 보시면 얼마나 슬퍼하시겠어요. . 원하는게 뭐야. 그렇지 눈치는 빠르셔서 좋네요. 역시 그룹 이사님은 달라고 뭐가 다르세요. 원하는게 뭐냐고! 아 깜짝이야! 지금 저한테 소리지르실 처지에요? .본론만 말해. 10억 딱 10억만 준비해주세요. 그러면 저도 건너가서 새 삶 살고 이사님도 조심하시면서 사시고. 얼마나 좋아요?,갈취(1),직장내괴롭힘(2),62.82
왜 따로 보자고 부르는거야? 말이 안통하니깐 따로 부른거지 조별과제인데 조원들 앞에서 다같이 이야기해야하는거 아니야? 한명씩 다 이야기 할거야 너는 조장이 아니라 감독이니? 감독? 너가 한건 하나도 없이 시키기만 하잖아 그딴식으로말하지마 너가 뭘했는지 말해봐 하 이새끼 말하는거봐라 내가 너 5년안에 꼭 죽인다,협박(0),기타괴롭힘(3),62.81
아! 부딪혔으면 사과를 해야지! 미.미안 생각해보니까 열 받네 아까 피할 수 있는데 왜 부딪힌거냐? 일부로 그런 거냐? 미안하다고 했잖아 그니까 미안하다고 하면 다냐고! 그럼 내가 어떻게 해줄까 점심시간까지 우리 반으로 와. 그 다음에 알려줄게. 그냥 여기서 해결하면 안 될까 애들 다 보는 앞에서 맞고 싶은 거냐? 알았어점심시간에 갈게.,기타괴롭힘(3),협박(0),61.84
사장님 산에 오랜만에 오니 운동도 하고 시원하죠 그리고 따뜻한 믹스 커피 한잔 하실래요? 야 됐고 카페라테 준비 안해왔어? 이 자식이 빠져가지고 네? 이 산에서 어떻게 라테를 준비를 하죠? 자네 그걸 일일이 설명해줘야 하나 직접재료를 가져와서 여기서 라떼를 만들라고 사장님 사람도 많은데 조용히 하시고 나중에 카페에가서 사드릴. 시끄러 자네 이 산에서 정리 해고 당하고 싶나? 어디서 감히 조용히 하라마라야 죄송합니다. 일단 내려가서 카페로 가시죠 꺼져 네? 자네 귀없나 지금 이 자리에서 해고란 말일세,직장내괴롭힘(2),기타괴롭힘(3),61.42
저기 사장님 월급을 언제 주시나요? 알겠어 새끼야 기다려 봐 지금 월급을 못 받은 게 20일이 넘었어요 주시는 게 맞긴 하죠? 야 그냥 돈받고 해고 당할래? 기다리란 말 안들려? 네 알겠습니다. 야 됐고 걍 줄께 대신 너 해고야 죄송해요 그냥 말을 안할께요 잘할 수 있겠어? 못할 것 같은데 암튼 다시 한번 믿어보겠어 근데 자네한테 한마디만 할게 네 네 내 앞에서만 좋은 말로 실실거리지 마 나 그런 사람 젤 싫어하거든 아주 그냥 경멸하거든,직장내괴롭힘(2),갈취(1),60.39
운영중인 블로그에 좋게 써 드릴테니까 서비스 많이 주시면 안되요? 이미 배달 출발해서 어떻게 더 배달이 어려울 것 같습니다. 그럼 주문한거 공짜로 주시면 안되요? 괜찮습니다. 아 그럼 블로그 나쁘게 써서 가게 망해도 된다 이거죠? 장사한지도 오래되었고 블로그 평가 하나하나에 일희일비하면서 장사할 생각은 없습니다. 블로그 힘이 얼마나 되는지 모르나 본데 나 이래뵈도 유명해요. 유명한 분이면 그만큼 격이 있게 행동을 하셔야죠. 내가 나좋자고 이래요? 사장님도 좋은거라구요. 괜찮습니다.,갈취(1),기타괴롭힘(3),58.77
어이. 정성을 다해 모시겠습니다. 사랑합니다 고객님. 무엇을 도와드릴까요? 아니. 시발 니네 회사에서 산 물건이 이게 말이 돼? 사자마자 부숴지잖아. 아. 그러셨군요 고객님. 그러면 어떻게 도와드리면 될까요? 환불을 원하시나요? 지금 장난해? 방법은 니가 찾아와야지 왜 나한테 물어봐? 너 돈 받고 일하는거 아니야? 윗 사람 불러와. 짤리고싶지 아주? 죄송합니다 고객님. 그럼 제가 환불 절차 도와드리겠습니다. 구매하신 카드 번호 알려주시겠습니까? 환불이 문제가 아니라 내가 받은 정신적 피해까지 보상해줘야겠는데? 너네 때문에 내가 얼마나 피해를 봤는지 알아? 죄송합니다 고객님.,갈취(1),기타괴롭힘(3),58.63
야. 거기. 여기로 와 봐. 저 말씀이신가요? 갑자기 왜 그러시죠? 부르면 잔말 말고 올 것이지. 복잡하게 토를 달아? 아 예. 무슨 일이신데요. 내가 지금 중요한 일이 있어서 그런데 이거 좀 맡아줘. 아니. 이건 대체 무엇인가요? 조금 곤란할 것 같은데요. 잔말 말고 그냥 맡아둬! 경찰한테 들키면 안 된다. 누가 봐도 수상한 가루잖아요! 저는 못 합니다. 못하긴 뭘 못해. 그냥 잠깐 갖고있기만 하면 되는걸. 이미 나랑 대화를 나눈 이상 너도 관계된 사람이라는 걸 잊지 마. 어디다 내버릴 생각 하지 마. 그게 너 목숨 값보다 귀해. 잘못 간수했다간 너 외에 다른 사람도 싹 다 죽어. 아. 알겠습니다.,협박(0),갈취(1),57.15
여보세요 거기 청소업체죠? 네 말씀하세요 아니 일처리를 이렇게 하고 가면 어떻게 합니까!! 무슨 말씀이세요? 깔끔하게 뒷정리도 하고 갔는데요. 짜증나게하네! 베란다에 있는건 뭐죠? 그거는 저희가 가지고온게 아닙니다 청소부면 이런것도 가지고 가야 하는거 아니에요? 그건 저희의 의무가 아닙니다 사모님 이러니 청소부나 하고 있지!! 돈 입금 못합니다!! 사모님 그래도 이건 아닌거 같아요.,기타괴롭힘(3),갈취(1),55.88
안녕하세요 중고나라보고 문의드려요 네 아이폰 50만원에 팔아요 네 입금했습니다 네 택배 보낼게요 저기요 택배 잘못왔는데요? 아이폰 아니잖아요? 사기에요 무슨 소리하는지 잘 모르겠네요 사기꾼 새끼야 내가 너 경찰에 신고하고 죽여버리기전에 당장 내돈 내놔라 하고싶은데로 하세요 너 경기도 살지? 어떻게 알았지? 내가 지금 당장찾아가서 너 죽여버린다 기다려라,협박(0),갈취(1),54.61
야 저기 도움반 애 온다 쟤 진짜 짜증나 저번에 계속 나쫓아다님 지능이 낮아서 그런가 어어없네 확 쥐어패버릴까보다 안녕 얘들아 꺼지라고 말걸지말라고 죽여버린다 꺼지라고 왜그래 미안해 내눈에띄면죽인다 앞으로 다른길로가 응,기타괴롭힘(3),협박(0),54.4
여보 우리 너무 생활하기 힘든 것 같아. 그러게요. 무슨 방법이 없을까요? 방법이 있긴한데 . 어떤 방법인데요 ? 여보 혹시 나 믿어? 믿지요. 그럼 딱 지금 한 번만 차에 치어보는 거 어때? 네? 그게 무슨 말도 안되는 소리에요! 방법이야. 나 믿는다며. 가벼운 정도면 사는데 지장 없을거야. 여보 미쳤어요? 어떻게 그런 위험한 짓을 하라는 거에요. 그럼 당신이 돈을 벌어다 주던지. 그것도 못하면 몸으로라도 떼우란 말야! 내려! 그래도 여보 이 방법은 아닌 것 같아요. 여보 하지말아요!,협박(0),갈취(1),52.82
야 10분 뒤에 소각장으로 나와 왜? 뭔 말이 많아 나오라면 나올 것이지 저기 그냥 여기서 말해주면 안될까? 뭐? 많이컸네 한마디만 더 하면 여기서 안끝난다 미안해 미안하면 나와 1분 늦으면 한대다 알겠어,기타괴롭힘(3),협박(0),52.19
왜 저를 자꾸 허위 고발하십니까? 아 그렇습니까? 죄송합니다. 제가 뭐 잘못했습니까? 그런가봐요. 대체 뭡니까? 음.글쎄요. 그만 괴롭히십시오. 죄송합니다. 사실인 줄 알았어요. 알고 있잖아요! 연기하지 말고 그만하세요! 생각해볼게요.,직장내괴롭힘(2),기타괴롭힘(3),51.69
지금 나 째려봤어요? 무슨소리에요? 지금 나 야려본거 아니야? 아휴 취하셨으면 곱게 들어가셔 주무세요 뭐라고? 지금 나 개무시하는거야? 그런거 아닙니다 아 참나 기분 더럽네 피차 마찬가지니 그냥 갈길갑시다 나는 그냥 못가겠는데? 너같이 건망진 새끼 손을 제대로 봐줄라고 이 새끼 일로와바 왜 이러세요,협박(0),기타괴롭힘(3),50.78
여보세요?? 네 어머니 안녕하세요 형기 담임입니다!! 아 네 안녕하세요! 형기가 요새 성적이 많이 안좋습니다. 아그런가요.?? 형기가 요새 집에서 열심히 하고는 있는데 잘안되나봐요. 제가봤을때는 형기가 열심히해도 정말잘안따라주는거 같아요 그래서 제가 그냥 성적을 올려드릴수도있어요. 근데 어머님이 저에게 성의를 어느정도 보여주시면 바로 해드릴수있어요 아. 그런가요?? 그럼 한번 찾아뵐께요. 대화가 잘 통하시네요 어머님 기다리고 있겠습니다 넵.,갈취(1),기타괴롭힘(3),50.19
당신! 못배워먹은거 티내지마!! 냅둬 못배워먹어서 고작 이딴 일이나 하는거지 죄송합니다. 손님이 그렇다는데 점원이 무슨 말이 많아 어?! 손님은 왕이야 어디서 나대 나대기를!!! 그런게 아닙니다. 아무튼 제가 죄송합니다. 말대꾸 따박따박 당신 부모가 당신 그딴식으로 교육시켰어? 어? 어디서 그딴 수준으로 사회에 기어나와서 민폐를 끼치는거야? 당신 뇌 뜯어가지고 내가 다시 반죽해줄까? 어?! 제발.그만해주세요.!!! 어휴 저런게 사회 암덩어리지! 어디서 눈을 치켜떠? 눈알 파버릴까!!! 야!! 눈 깔아!! 쳐다보는것 좀 봐 엄마 우릴 아주 잡아먹겠네 야!!! 그래 너 죽고싶니? 어? 오늘 너 한번 제삿날 만들어줄까? 어?! 죽여줘? 쟤 부모는 저런걸 낳고 미역국 드셨을까? 어휴 그만해 이 미친것들아!!!!!!!!!,협박(0),기타괴롭힘(3),48.28
나 이번에 남자친구랑 여행 가기로했어 ! 갑자기? 싸웠다며 응응 그래서 화해 선물로 여행가기로했지 부럽지 부럽기보다 좀 이건 아닌거같은데? 이번에 싸운것도 너가 너무 피해서 싸운거잖아 음 그렇긴하지 근데 그게 왜 ? 니 남친 너 어떻게 해보려고 여행 가는거아니야? 에이 아니야 나 끝까지 지켜준다했는걸 사람 너무 믿지마 너 그러다 따 먹히고 버림 받는다? 뭐? 무슨 말을. 니 남친 너 대하는거 보면 좋아서 만나는게 아니라 몸보고 만나는거같길래,기타괴롭힘(3),갈취(1),45.6
우리 곧 시험인거 알지? 응.? 그.그렇지? 저번처럼 이번에도 부탁한다?? 뭐.뭘 말이야.? 아니이이 시험칠 때 우리 앞뒤로 앉게 될텐데 니가 먼저 풀고 답안지 넘기라고 근데.이제는 그만하면 안될까.? 얘가 헛소리를 하네? 야 너 잊었냐? 너네 아빠 우리 회사 직원이잖아 효도해야지 안그래? 제발 우리 아빠만은 해고시키지 말아줘. 그거야 니가 이번에 하는 거에 따라 달렸지 잘 부탁한다? 아.알겠어,기타괴롭힘(3),직장내괴롭힘(2),45.06
왜 한쪽 다리를 절어? 어렸을 때 사고났대 정말? 아파겠다 응 근데 기억도 잘안나 아니 그래서 너때문에 우리반이 좀 애매하잖아 어? 곧 체육대회 하는데 너가 이불편한 다리로 뛴다고 하면 보는 사람도 마음 안좋고 우리반도 실점하면 좀 그렇겠지? 하고싶은 말이뭐야 그날 담인한테 말해서 이렇게 뛰는거 챙피하다고 앉아만 있던지 알아서 결석좀해줘 너무하다. 아니야 그렇게 생각하지마 공익을 위해서야,기타괴롭힘(3),직장내괴롭힘(2),44.82
야 지금 차 내려 미친놈들아 나 카페에 있을거니까 회장님 죄송하지만 지금 회의 하러 가야 하지 않습니까 몇시간만 참아주세요 네 저희가 최고의 카페를 알아보고 모셔다 드릴게요 아니 이 진드기 같은 것들이 나 한테 대꾸하네 내 말 안들려 귀먹었어 회장님 회장님이 회의에 참석 안하시면 저희가 해고 당합니다. 제발 그렇게 한번만 참아주세요 야 벌레야 너들이 해고 당하든 말든 뭔상관이야 네.? 지금 뭐라고요? 너희 진짜 귀가 먹었네 지금 해고 시켜줄까? 당장 카페로 운전해 당장,직장내괴롭힘(2),기타괴롭힘(3),44.1
누구세요? 안녕하세요? 저 아까 그 카페에서 . 네? 카페요? 근데 제가 번호를 알려드렸다구요? 아뇨. 제가 그 쪽 맘에 들어서 방문정보에 적혀있는 번호보고 연락드렸습니다. 네?? 그게 무슨 말도 안되는 말씀이시죠? 이거 불법아니에요? 진짜 무섭네요. 저.나쁜 사람 아닙니다.정말 입니다. 너무 그 쪽이 제 이상형이셔서. 아무리 그래도 그렇죠. 저한테 의견도 안 물어보시고 이런식으로 제 정보가지고 연락하시는 건 지나치시네요. 그래서요 ? 네? 그래서요 라뇨. 그 쪽이 저한테 그렇게 반응하실 문제가 아닌데요? 사과하세요. 진짜 어이없네. 아니 내가 뭘 그렇게 잘못했다고. 번호하나 가지고 그러시는거에요? 참 빡빡하시네요.,기타괴롭힘(3),갈취(1),41.49
어머 영기엄마 그 목걸이 이번 신상 아냐? 음. 이번 결혼기념일에 우리 남편이 너무 예쁘다 진주엄마 이번에 상가 하나 샀다며어우너무 부럽다. 응우리 시댁에서 이번에 유미엄마는 집이 어디지? 부영아파트요 거기임대아냐? 영기엄마 남편이랑은 서울대커플이라고 했지? 응 아주 지겹게 만났지깔깔깔 유미엄마 유미엄마는 어느 학교 나왔어? 전 지잡대요 그게 어딨는거야.?그런데도 다 있어? 글쎄.나도 처음 들어보는 대학인데 불쌍해라 어쩐지.,기타괴롭힘(3),직장내괴롭힘(2),40.77
사장님 제 저작권 돌려주세요 시끄러 너가 포기 했잖아 실패작 이라면서요 됐고 너가 포기한 지금 이순간 내 저작권이야 와 이런 도둑놈을 봤나 새끼야 인생은 먹고 먹히는 세상이야 사장님 진짜 천벌받아요 이러다가 음 호랑이가 사슴을 잡아먹는다고 천벌받냐? 네? 내가 호랑이고 순진한 자네가 사슴이라고 멍청아 야이 새끼야! 에휴 그러게 자신을 믿었어야지 남을 믿으면 어쩌냐,직장내괴롭힘(2),갈취(1),39.95
