문장,정답,예측,확신도(%)
치마 너무 짧은 거 아니야? 무릎 길인데요. 아니 앉으면 무릎이 훤히 다 보이잖아. 눈썹도 너무 진하고. 눈썹은 원래 이런 거에요. 원래 눈썹이라고? 네. 그럼 뽑든지 자르든지 해서 좀 정상적으로 맞춰봐. 직장에서 혼자만 너무 튀잖아. 제 눈썹이 비정상인 거에요? 그럼 비정상이지. 다른 직원들도 네 눈썹 다 과하다고 수근거려 업무랑 관련도 없는 건데 너무들 하시네요.,직장내괴롭힘(2),기타괴롭힘(3),71.7
이거 얼마예요? 고객님 이거 못사실텐데 네? 얼마예요? 입어볼께요 안사실꺼면 입어보지 말고 그냥 가세요 제가 살껀지 안살껀지 어떻게 아세요? 이거 가격이 좀 나가요 지금 돈없어 보인다고 비꼬시는거예요? 아니요 ? 그렇게 느끼셨어요? 됐고요 기분나빠서 정말 다신 올 일 없을것 같네요 다음에 오시면 다른거 보여드릴께요,기타괴롭힘(3),갈취(1),71.33
저기 사장님 월급을 언제 주시나요? 알겠어 새끼야 기다려 봐 지금 월급을 못 받은 게 20일이 넘었어요 주시는 게 맞긴 하죠? 야 그냥 돈받고 해고 당할래? 기다리란 말 안들려? 네 알겠습니다. 야 됐고 걍 줄께 대신 너 해고야 죄송해요 그냥 말을 안할께요 잘할 수 있겠어? 못할 것 같은데 암튼 다시 한번 믿어보겠어 근데 자네한테 한마디만 할게 네 네 내 앞에서만 좋은 말로 실실거리지 마 나 그런 사람 젤 싫어하거든 아주 그냥 경멸하거든,직장내괴롭힘(2),갈취(1),71.06
야 너 멈춰봐 네 저요? 어 너 신발도 벨트도 가방도 좋은거 한다? 아. 네. 감사합니다 아니 감사는 됐고 내가 지금 바지가 좀 커 곧 면접 가야하는데 네? 아니 형아가 바지가 좀 커서 니 벨트좀 빌려차자 안돼요. 너 형이 면접 떨어지고 비관해서 한강에 빠져 죽으면서 너에 대한 저주를 잔뜩하고 죽길 바라냐? 너의 앞날에 대한 저주를 퍼붓고 말이야 아.아니요 그럼 좋을말 할때 주라,갈취(1),협박(0),70.63
일주일 안에 100만원. 그걸 어떻게 모아! 못 구해오면 어쩔 수 없지. 뭘.어떻게 장기를 팔든지 해야지. 미쳤어? 그러게 순순히 구해온다고 하면 되잖아. 넌 제정신이 아니야! 돈 앞에서 누가 제정신일 수 있겠니. 절대 못 구해와!,갈취(1),협박(0),70.49
당신 생각이 있는 사람이야 없는 사람이야 어? 왜 나한테 그래요! 내가 뭘 잘못했다고. 아니 어떻게 모임사람들 만나는 자리에 옷을 그 따위로 입고 나올 생각을 해?어? 이 옷이 뭐 어때서요? 옛날엔 이쁘다고 해줬잖아요! 야 참 니가 10년전이랑 똑같아? 얼굴은 주름이 자글자글해서 어? 다른 집 와이프들은 관리만 잘하고 다니더라. 어휴 내가 관리를 안한다구요 ? 야 이거 이거 봐라 옷 터질라고 한다. 옷이 안쓰럽지도 않아? 당신 왜 이렇게 변했어요? 니가 여자냐? 집에서도 좀 갖춰입고 말야 그런 모임을 간다고 했으면 샵이라도 좀 가고 그러라고. 이 답답한 여편내야! 당신이 맨날 돈도 못벌어 오면서 쓰기만 한다고 하니까.!! 나는 아끼려고 하는 거잖아요.! 니가 이쁘면 내가 그런 말을 하겠냐? 아주 퍼다주지. 다 근데 니가 그렇게 생겨먹었는데 내 피같은 돈 쓰는게 얼마나 아깝겠냐.쯔쯧.,기타괴롭힘(3),직장내괴롭힘(2),70.46
야 그 옷 어디서 났냐? 어? 그런 옷 어디 앞에서 증정품으로 나눠 주는거 아니냐? 아니 이거 산거야. 이걸 돈 주고 샀다고? 돈 버렸네. 내가 좋아서 산거야. 이런 걸 왜 사냐? 거지같게. 난 좋은데. 당장 갔다 버려. 어디서 냄새 나는거 같애. 미안.,기타괴롭힘(3),일반대화(4),69.45
사퇴하시죠. 무슨 소립니까? 의원님이 뇌물을 받으신 거 다 알고 있습니다. 나 윤석룔 정치인생 30년 양심에 걸릴 게 없는 사람이오! 입에 침이나 바르시고 말씀하시지요. 어디 감히.!! 증거가 있습니다. 배려해 드릴 때 스스로 물러나십시오. 증거가 있다니! 어디서 생 사람 잡는 소리를 합니까! 저는 분명히 기회를 드렸습니다. 내일 아침까지 발표를 하지 않으신다면 증거 자료를 인터넷에 뿌리겠습니다. 꺼져! 꺼지라고!,기타괴롭힘(3),협박(0),69.16
김대리! 스카프 샀어? 네네 너무 이쁘다 비싸보여 월급 받은 기념으로 하나 샀어요 줘봐줘봐 네? 나도 어울리는지 해보게 네네? 말귀 못알아먹어? 여기요 어머 나한테 너무 이쁘다 네. 김대리 내가 오늘만 사무실에서 하고 퇴근할때 줄게 네?? 싫어?? 아니요.,갈취(1),직장내괴롭힘(2),68.52
세상 살기 참 쉬워 왜그러는거야? 너같은애는 얼굴도 이쁘고 부무도 잘만나고 내가 좋아하는 오빠도 너 좋아하더라 아 그 성현이오빠랑은 그냥 미술학원만 같이다녀 아그래? 나는 미술학원 다닐 돈도 없는데 나한테 왜 그렇게 말하는거야 아니 너라도 없으면 그오빠가 나를 좀 봐주지 않을까? 무슨소리야.정말 여기는 4층인데 떨어져봤자 심하게 다치겠어? 무섭게 왜그래.,협박(0),기타괴롭힘(3),68.19
김선생 이번에 우리가 동문회하는 데 돈이 좀 모자르네. 네. 그렇군요. 김선생. 당신 좀 눈치가 없나 허허. 무슨 말씀이신지. 당신 교수되기 싫어? 허허 김선생이 왜 후배 이선생보다 아직도 교수가 못되었는 지 이제 알겠구만. 교수님! 아니 동문회비 그거 얼마나 한다고 그러나. 교수가 되려면 말이지 이런데 통이 커야하네. 죄송합니다. 저 이번달에 아내가 출산해서 빠듯합니다. 그렇지. 자식이 중요하지. 그런데 자네 교수되는건 안중요하다는 말이지. 교수님 그런 의미 아닌거 아시지않습니까,갈취(1),직장내괴롭힘(2),67.12
학부모님 안녕하세요. 선생님. 우리 애 성적이 왜 이래요? 개똥이가 이번에 성적이 많이 떨어졌죠? 저도 안타깝네요 그러니까 성적이 왜 저러냐구요. 비싼 돈 가져다 줬더니 이게 뭐예요? 지금 장난해요? 개똥이가 똑똑하긴한데 수업에 집중을 안해요. 학원도 자주 안나오고요 그건 너네 핑계고. 우린 돈 못내겠으니. 지난달 학원비 100만원 돌려주세요. 그건 좀. 지금 당장 가져와. 실력도 쥐뿔도 없으면서. 가져오라고. 좀 진정하시죠 야! 지금 당장 가져와. 학부모회랑 커뮤니티에 다 소문내버리기 전에,기타괴롭힘(3),갈취(1),63.07
아니 왜 아무잘못없는 저를 신고하신건가요? 내가 언제 ? 누가그래 이미 다 들었어요 왜 그러셨어요? 나 아니라니까 왜 나한테 화를내 제가 일을 안하고 지각도 하고 선배를 무시한다고요? 뭐 틀린말이야? 네?? 제가 언제 그랬는데요? 지금도 봐 선배가 무섭지도 않지? 아니 이건 말도 안되잖아요 내가 하는 말에 하나부터 열까지 말대꾸에 일 안하고 사실인데 뭐 하 제가 그렇게 맘에 안드세요? 무슨소리니 내가 너를 얼마나 아끼는데,직장내괴롭힘(2),기타괴롭힘(3),62.05
아무도 없어요!??! 키득.야 쟤 얼마나 버틸까? 글쎄.근데 이제 곧 꺼내줘야하지 않을까? 벌써? 아 좀 만 더있다가 꺼내주자 재밌잖아 살려주세요.! 저 아직 여기 있어요.! 선생님? 애들아.!? 너무 심하지 않아? 체육관 너무 깜깜하고 위험하잖아 너 지금 쟤 편드냐? 저 새끼가 체육시간에 나 이기는 거 못봤어? 개 빡쳐. 당해도 싸. 그건 아니지만. 니네도 같이 했으니까 공범이야. 닥쳐 살려주세요.! 흑. 제발요. 아무도 없어요?,기타괴롭힘(3),협박(0),61.68
헤이 형씨 보아하니 관광객인 거 같은데. 여기는 처음인가? 아 네. 그럼 이게 없으면 안 되지. 이거 받아. 예? 뭔가요? 뭐긴 뭐야 칼빵이지. 받아라 슈슉! 으악! 하하 쫄았니? 네버랜드에 온 걸 환영한다. 진짜로 찌르기 전에 가방 털어. 도와줄 사람 아무도 없는 거 알지? 윽 알겠어요. 살려주세요. 그래야지 너 방금 손가락 하나 날아갈 뻔했어. 허튼 생각 했다간 앞으로 밥먹을 때 되게 불편해 질 거야. 근데 이게 다냐? 야 주머니도 털어 새끼야. 크윽 네. 음 이거지. 돈 냄새가 달달하다. 보자 차비 정도는 남겨두지. 난 쿨한 놈이니까. 가 감사합니. 잠깐 교통카드 있네. 방금 그 말은 취소다. 괜히 친절을 배풀 필요없겠어. 난 알뜰한 놈이니까. 그리고 니가 입고 있는 자켓이랑 목걸이 쌔삥이냐? 센스 좋네. 그것도 내놔. 그리고 꺼져. .네. 다음에는 좀 더 가지고 와라. 언제든 환영해 줄테니.,갈취(1),협박(0),61.29
어이 너희 집 어딘지 이제 아는데. 왜 이래 제발 우리 집에는 오지마. 그럼 내가 얘기한 거 하면 돼잖아. 그걸 어떻게 내가. 안돼면 집에 내가 가야지. 제발 오지마 그럼 저기 가서 면담좀 하자. 제발 안돼요. 할게요. 그때 얘기했다. 보고 가야지. 알겠어.,기타괴롭힘(3),협박(0),60.11
어이. 정성을 다해 모시겠습니다. 사랑합니다 고객님. 무엇을 도와드릴까요? 아니. 시발 니네 회사에서 산 물건이 이게 말이 돼? 사자마자 부숴지잖아. 아. 그러셨군요 고객님. 그러면 어떻게 도와드리면 될까요? 환불을 원하시나요? 지금 장난해? 방법은 니가 찾아와야지 왜 나한테 물어봐? 너 돈 받고 일하는거 아니야? 윗 사람 불러와. 짤리고싶지 아주? 죄송합니다 고객님. 그럼 제가 환불 절차 도와드리겠습니다. 구매하신 카드 번호 알려주시겠습니까? 환불이 문제가 아니라 내가 받은 정신적 피해까지 보상해줘야겠는데? 너네 때문에 내가 얼마나 피해를 봤는지 알아? 죄송합니다 고객님.,갈취(1),기타괴롭힘(3),59.1
자네 결혼 했나? 미혼입니다. 왜 결혼을 안 해? 때가 되면 하지 않겠습니까. 못 하는 건가 안 하는 건가? 하고 싶은 마음은 있습니다. 결혼을 해서 가장이 돼야 회사일도 책임감을 갖고 하지 미혼이지만 회사일에 최선을 다 하겠습니다. 결혼을 안 하는 이유가 대체 뭔가? 좋은 사람을 만나면 하고 싶습니다.,직장내괴롭힘(2),기타괴롭힘(3),55.86
내 레포트 내일까지 써 와. 내가 왜? 내 말 안들으면 니 나체 사진 인터넷에 뿌릴거야. 그런 사진이 있다고? 이거 너잖아. 너 이거 어디서 났어? 그건 알 거 없고 내가 시킨대로 하면 돼. 미쳤니? 니 사진 다른 사람들이 다 봐도 된다는거야? 너 협박죄에 불법촬영으로 고소 할거야.,기타괴롭힘(3),갈취(1),55.43
야 니네집에 키위 농장한다며? 어 응 내가 키위 진짜 좋아하는데 좀 얻어먹어보자 응?? 우리도 다 파는건데 야 친구 좋다는게 뭐야 새끼야 그렇긴한데 나도 엄마아빠테 물어봐아햐고 그냥 니가 학교가서 먹는다고 가방에 몇개 넣어오면 되잖아 .우리엄마아빠가 힘들게 농사지으신건데 야 귀농귀촌 했으면 그정도도 생각안했어? . 부모님한테 물어볼게 아 답답한 새끼 너 여기서 학교 편하게 다니기 싫어? 여기가 시골이라 너무 만만하게 보는거아니야?? . 미안해. 몇개 몰래 가져와볼게 이제 말이 통하네,갈취(1),기타괴롭힘(3),54.36
지영씨 혹시 남길씨와 바람났어요? 무슨 소리죠? 아니 제가 남길씨 좋아하는거 알면서 어떻게 그럴 수 있죠? 제 친구가 지영씨와 남길씨가 모텔에서 나온걸 봤다고 들었어요. 저는 그런적 없어요. 여기 보세요. 사진. 제 지인이 찍어서 보내줬어요. 지영씨는 유부녀잖아요. 그래서요? 제 남편한테 이야기하려고요? 남길씨 제 남자에요. 그런데 어떻게 그럴 수 있죠? 당신 남편에게 알려야겠어요. 아니 우리 직장 사람들 다 알아야해. 그 앞에서 만나서 온 거에요. 소문내려면 내봐요. 제 사생활 소문내면 당신 가만 안두겠어요. 꼬리가 길면 밟혀요. 이것말거도 카톡 증거도 있어요. 내가 이럴 줄알고 당신 핸드폰에서 캡쳐했어요. 보세요. 당신 내 사생활 침해야. 가만안둬 그래 가보자. 니 남편 니 직장에 다 소문내고 누가 이기나 보자.,갈취(1),협박(0),53.74
어머 영기엄마 그 목걸이 이번 신상 아냐? 음. 이번 결혼기념일에 우리 남편이 너무 예쁘다 진주엄마 이번에 상가 하나 샀다며어우너무 부럽다. 응우리 시댁에서 이번에 유미엄마는 집이 어디지? 부영아파트요 거기임대아냐? 영기엄마 남편이랑은 서울대커플이라고 했지? 응 아주 지겹게 만났지깔깔깔 유미엄마 유미엄마는 어느 학교 나왔어? 전 지잡대요 그게 어딨는거야.?그런데도 다 있어? 글쎄.나도 처음 들어보는 대학인데 불쌍해라 어쩐지.,기타괴롭힘(3),직장내괴롭힘(2),51.35
잘 생각해봐 이건 윈윈이야. 당신은 가정 지키고 난 돈 벌 수 있고. 이봐 이렇게 까지 해야 해? 20억은 너무 하잖아. 20억? 당신 아내와 딸과의 관계가 겨우 그 정도인가 보지? 아니 그 말이 아니잖아. 한 번의 실수로 치루기에는 너무 큰 값이라고. 한 번의 실수? 어이가 없군. 우리가 수집한 증거만 총 20차례의 외도야. 당신이 정의의 사도라도 돼? 대체 이러는 이유가 뭐야? 그런 거 관심 없어. 난 돈만 벌면 돼. 당신이 운 없게도 내 타겟이 된 거고. 마음대로 해. 난 돈 없어. 배 째겠다 이거군. 당신 집으로 내일 우편물이 하나 갈거야. 당신 딸 표정이 어떨까? 제발 그만해! 진정하고 일단 대화부터 해보자고.,갈취(1),협박(0),50.28
야 얘 때려봐 어떻게 제가 후임을 때릴 수가 있습니까 야 이렇게 때려보라고오!! 크헉. 이병 홍길동! 죄송합니다. 정말 못 때리겠습니다. 와 요즘 애들 무섭다? 눈빛 봐라 눈빛 내 말이 이러다 우리도 치겠다? 안 때려? 아 빨리 때려보라고!! 상병 김철수! 죄송합니다!!! 얘 안때리면 오늘 니가 대신 맞을 줄 알아,직장내괴롭힘(2),협박(0),49.97
대체 제게 왜 그러세요 ? 순이씨가 좋아서 그렇죠 왜 그러세요 불쾌 합니다 좋아서 그래요 자꾸 쫓아다니시면 저는 너무 힘들어요 내일도 올게요 이시간에요 절대 오지 마세요 그건 제마음입니다 괴롭히지 마세요 저는 기다릴겁니다,기타괴롭힘(3),협박(0),48.55
저 그 이번 주말에 거리에서 집회가 있을 예정입니다. 각 가맹점 마다 사람 세 명씩 필히 출석해주십시오. 아 근데 저희 가맹점은. 사람이 두 명 밖에 없어서 불가할거 같아요. 그럼 사람 한 명을 더 뽑아서라도 오세요. 이번 집회에 참석하지 않는 가맹점에는 재료 5 인상된 가격으로 납품 할겁니다. 마음대로 정하시면 안되죠. 저희도 사정이라는 게 있는데 어떻게 며칠만에 뽑고 그 임금은 누가 줄건데요 오로지 점주 부담 아닙니까? 내가 이득 보려고 집회해요? 다 여러분들 좋으라고 하는 집회입니다. 사실상 저한테 오는 이익은 없다고요. 그럼 원하는 사람들만 참여할 수 있게 해줘요. 전 하기 싫습니다. 그래요? 그럼 사람 보내지 마세요. 장사 안되게 만들어줄테니까 원재료도 더 비싼값주고 사가시고요. 그렇게 할 사람 더 말하세요. 제 자유의지인데 왜 피해를 봐야 하나요? 애초에 시위 나가는 사람 돈을 지원해주시면 저도 나갈 고민을 하죠. 그런거 하나도 필요 없고요. 그냥 피해보실 각오 하세요. 그냥 인력 보내겠습니다. 세명이면 되는거죠.? 네 세 명만 보내주면 된다니까 왜 그렇게 얘기를 질질끌어요. 딱 세명씩만 인력 지원해주십시오.,갈취(1),기타괴롭힘(3),48.51
야 저기 도움반 애 온다 쟤 진짜 짜증나 저번에 계속 나쫓아다님 지능이 낮아서 그런가 어어없네 확 쥐어패버릴까보다 안녕 얘들아 꺼지라고 말걸지말라고 죽여버린다 꺼지라고 왜그래 미안해 내눈에띄면죽인다 앞으로 다른길로가 응,기타괴롭힘(3),협박(0),46.86
너 바람폈지? 아니 안폈는데 나에게 증거사진이 있어 무슨증거? 자 이거봐 이거 너 맞잖아 뭐야 몰래 촬영하는건 불법이야 내놔 범죄자가 무슨 말이 많아. 범죄자라니 너 이거 주변사람들에게 다 퍼뜨릴꺼야 넌 이제 끝났어 너 협박죄로 고소할거고 사진 어서 내놔,협박(0),갈취(1),46.14
아 아줌마. 어제 새벽에 왜 왔어요? 아유 총각도. 무슨 소리 하는거야. . 왜 왜 제 방에 칼 들고 들어오셨어요?! 새벽에 봤어요 아 아줌마가. 들어오는 거. . 에잉 쯧. 안 들킬 줄 알았는데. 이거 오늘 한 놈 더 죽여야겠구먼? . 무 무슨 소리 하시는 거. 힉.! 카 칼.! 요새 젊은 총각들은 몸에 살이 없어서 먹을 게 없어 응? 근데. 총각은 튼실하니 살도 많아 보이더라고. 서 설마. 당신들 그런 그런 거야.? 아따 특식 좀 빨리 먹고 싶어서 간 좀 봤더니. 고새 들켜부렸으야. . 총각. 조금이라도 더 살고 싶으면 그냥 닥치고 있어. 다 당신들 뭐야. 뭐냐고. 뭐긴 뭐야 사람 먹는 사람들이지. 총각은 2번째야. 이번에는 405호 총각이 먼저 죽을 예정이라.,협박(0),기타괴롭힘(3),45.84
여보세요? 님 맞으신가요? 네 맞는데요? 네 저는 청 공무원 입니다. 다름이아니라 기초수급자 선정기준이 바뀌어서 어르신도 혜택을 받으실 수 있게 되었어요 어이구 감사합니다 주민등록증만 저희 쪽으로 보내주시면 바로 등록해드릴게요. 예 그려요 어떻게 보내면 되는거죠? 저희가 집으로 방문하거나 인근 편의점에 맡겨주시면 직원이 가서 찾아가겠습니다 네. 근데 보이스피싱 아니죠? 저희는 어르신들 생각해서 연락드린 거예요. 모든 어르신들께 혜택을 드릴 수 없어서 전화 끊으시면 순위가 밀려나세요 네 알겠습니다.,갈취(1),기타괴롭힘(3),45.35
저기 아가씨 이쁘게 생겼네 아 네. 감사합니다 내가 요 몇일 유심히 봤거든 네!? 그냥 이뻐서 그러는데 나랑 잠깐 쉬었다 가자 싫어요! 경찰에 신고할거에요 해봐 근데 너 00아파트 00호에 살지? 가족이랑 같이 아니 그걸 어떻게. 가족들 계속 보고 싶으면 잔말 말고 따라와 .네,협박(0),갈취(1),44.24
우리 곧 시험인거 알지? 응.? 그.그렇지? 저번처럼 이번에도 부탁한다?? 뭐.뭘 말이야.? 아니이이 시험칠 때 우리 앞뒤로 앉게 될텐데 니가 먼저 풀고 답안지 넘기라고 근데.이제는 그만하면 안될까.? 얘가 헛소리를 하네? 야 너 잊었냐? 너네 아빠 우리 회사 직원이잖아 효도해야지 안그래? 제발 우리 아빠만은 해고시키지 말아줘. 그거야 니가 이번에 하는 거에 따라 달렸지 잘 부탁한다? 아.알겠어,기타괴롭힘(3),갈취(1),43.51
너 어떻게 여기서 다 보니? 우리 병원엔 무슨 일이야? 아. 그게. 남편이랑 같이 왔어 . 그래? 남편은 어디가고? 남편 잠깐 나 마실 거 사다준다고. 그래? 아 수영아 너 임신한거야? 몇년 전에는 우리 병원에서 낙태했잖아 그게 전 남친아니였나? 응? 니가 그걸 어떻게. 어머 얘 나 여기 병원 간호사야 그런 것도 모르겠니? 너희 남편은 알아? 너 낙태한 거. 혹시 속인 건 아니지? 남편은. 아직 . 그치만 내가 때가 되면 알아서 얘기할거야. 제발 모른 척해주라. 어떻게 그래 남편이 원하면 알려줘야하는거고 너도 진짜 뻔뻔하구나. 어떻게 그런 걸 속이니? 속인 게 아니라 아직 말을 못한거야. 제발 그러지마. 원하는 게 뭐야.? 넌 얘가 날 뭘로 보고 아 참 나 내일 생일인데 별 건 아니고 여행자본이 조금 부족한데 .한 오백정도? 오백.?그.그 당장 내일.? 선택은 니가 하는거지 뭐 어머 니 남편 아니니?,갈취(1),기타괴롭힘(3),43.45
친구야 이따 시험때 답좀 슬쩍 보여주라. 그건 어려울것 같은데. 와.친구사이에 이러기냐? 미안. 걸리면 0점이잖아. 그러면 너 지난번에 과제 내꺼 베껴서 제출한거 내가 조교님께 말한다? 아니 그건 지난일인데 왜 이제와서 말해. 지금이라도 말하면 너 점수깍일걸? 생각 잘해라. 하. 그래도 시험컨닝은 좀. 그래 그럼 나는 지금 조교님한테 간다. 알았어 보여주면 되잖아.,협박(0),직장내괴롭힘(2),43.41
한국지검검사 윤동철 입니다. 지금 박세미님 계좌가 범죄에 연루되어 있으니 빨리 저한테 계좌번호를 넘기십시오. 야 너 보이스피싱인가 그거지? 말투 좀 고치던가 매번 하던 그 대본을 바꾸던가 해 어떻게 매번 같은 형식이냐? 누가 속아주기는 해? 하. 나랑 장난하나? 웃어? 간이 배밖으로 나왔구만. 왜 이름이랑 전화번호 알면 집 주소까지 알거라는 생각은 못 하나? 뭔소리야 너네같은 멍청이들이 내 집 주소를 어떻게 알아내 사기도 좀 적당히 쳐라 말마다 다 사기네. 지금 밖에 봐. 검정 옷 입은 사람들 많이 보이지? 무시한 대가는 다 치뤄야 할거야. 뭐하는거야? 너네가 내 정보를 어떻게 다 알아? 이거 불법이야! 신고하기전에 빨리 저 사람들 데리고 가. 경찰을 불러보던지 쪽수부터 이기고 들어갈거니까 그니까 왜 비꼬아 사람을. 다음부터 안 그럴테니까 제발 이번 한 번만 넘어가주세요. 안 그래도 수급 안 되는데 너가 건들면 안될걸 건드렸어. 콩팥 하나 털릴 준비해. 목숨은 살려놔주지. 한 번만요. 살려주세요. 안 그러면 저 진짜 경찰에 신고할거예요.,협박(0),기타괴롭힘(3),42.57
손님 이거는 가져가지면 안돼요 전시용이에요 뭐라고 ? 나안테 한말이야? 네 손님 이건 가게 전시용품이에요 내가 돈주고 이용했는데 이거 하나 못가져가? 얼마나 한다고 죄송합니다 손님 하지만 이건 가게 재산이에요 지금 손님을 우습게 보냐 장사 그만하고 싶어? 죄송하지만 안됩니다 놔두고 가세요 너 내가 누군지 알아? 어디서 말대꾸야 자꾸 이러시면 곤란합니다 죄송하지만 놔두고 가세요 너 두고보자 장사 접을줄알아 죄송합니다,기타괴롭힘(3),갈취(1),41.84
과장님 제가 저번에 빌려드렸던 가방 내일 돌려주실 수 있을까요? 내가 니 봉이야? 왜 명령질이야 아 죄송합니다. 근데 그게 필요해서요. 내가 언제 빌렸다고 그래? 기억도 안나는데 이러심 안돼죠 과장님 안되긴 뭐가 안돼 부탁드립니다 돌려주세요 아니 빌린 기억이 없다니까 과장님 정말 이러실겁니까? 너야 말로 이럴거야? 생사람 잡지말고 가서 일이나 해,직장내괴롭힘(2),갈취(1),41.3
야 지금 차 내려 미친놈들아 나 카페에 있을거니까 회장님 죄송하지만 지금 회의 하러 가야 하지 않습니까 몇시간만 참아주세요 네 저희가 최고의 카페를 알아보고 모셔다 드릴게요 아니 이 진드기 같은 것들이 나 한테 대꾸하네 내 말 안들려 귀먹었어 회장님 회장님이 회의에 참석 안하시면 저희가 해고 당합니다. 제발 그렇게 한번만 참아주세요 야 벌레야 너들이 해고 당하든 말든 뭔상관이야 네.? 지금 뭐라고요? 너희 진짜 귀가 먹었네 지금 해고 시켜줄까? 당장 카페로 운전해 당장,직장내괴롭힘(2),협박(0),37.88
어제 우리 가게 앞에 있던 택배 돌려 놓으세요 제가 왜요? 버리려고 둔 거 잖아요 뜯지도 않은 멀쩡한 택배인데 누가 그걸 버려요? 그럼 가게 안에 뒀어야죠 억지 그만 피우고 되돌려 놓으라고요 이미 제 손에 없어요 그럼 당신이 변상해 증거 있어? 내가 가져 갔다는 증거 카메라에 다 찍혔으니까 그렇게 알아요 쓰레기 가져갔다고 하면 그만 아니야? 참나,갈취(1),기타괴롭힘(3),37.56
