문장,정답,예측,확신도(%)
선생님. 지금 차별하십니까? 아버님 진정하시구요.그런게 아니에요 우리 아이가 얼마나 귀하게 큰 줄 아십니까?? 저에게는 다 같은 아이들입니다 우리아이가 며칠째 식음을 전폐했어요. 이러다 아이가 잘못되면 선생님도 저도 죽습니다. 민석이가 잘못한 점도 분명있습니다. 지금 민석이도 걱정되지만 올바르게 인도해주는 것도 부모와 선생의 역할이라고 생각합니다 그렇게 잘나셔서 우리 아이에게 상처를 줬습니까??? 진정하세요 아버님. 오해입니다 잘 알아듣게 타일렀을뿐입니다 그거야 선생님 기준이고요 우리애 어떻게 책임지실겁니까 아버님 제발 진정하세요,기타괴롭힘(3),협박(0),63.91
아 진짜 쟤 왜 이렇게 죽여버리고 싶지? 그런 마음드는게 하루 이틀이냐 그만 하라고 제발 좀 니가 뭔데 이래라 저래라야 아 왜 치는데 더 때려줘? 주먹으로 아주 어루만져 줄까? 아니 이게 진짜 나 저 새끼 한 손으로 이길 수 있는데 너 쟤랑 두 손으로 싸우면 내가 더 센 거다. 크크 걱정마 나 쟤 발로 상대해도 이겨,기타괴롭힘(3),협박(0),63.2
김대리! 스카프 샀어? 네네 너무 이쁘다 비싸보여 월급 받은 기념으로 하나 샀어요 줘봐줘봐 네? 나도 어울리는지 해보게 네네? 말귀 못알아먹어? 여기요 어머 나한테 너무 이쁘다 네. 김대리 내가 오늘만 사무실에서 하고 퇴근할때 줄게 네?? 싫어?? 아니요.,갈취(1),직장내괴롭힘(2),62.95
여기싸인하세요 으응? 이게 뭔데 설명해도 잘모르시잖아요 싸인하세요 내가 이게뭔줄알고 싸인을해 설명하면 아세요?아시냐고요 노인네가 뭐어? 어르신한테 나중에 도움되는거에요 싸인하세요 내가어떻게 믿고 싸인을해 하진짜 답답하게 하시네 좋은말로할때 싸인해요 정말왜이래,갈취(1),기타괴롭힘(3),62.43
학생 이것 좀 도와줄 수 있어? 네.? 어떤 아니 우리가 밖에서 뭘 하는데 밖이 너무 추워서 집에서 커피 좀 타서 갖다줘 네? 제가 왜요? 어른이 말하는데 말이 왜 이렇게 많아 아니 제가 그걸 왜. 집에 커피 좀 있지? 그거 타서 갖다줘 네.? 무턱대고 들어와서 커피 여기 있네 이거 타서 갖고와 아니 이거 몇개 안되는데 가지고와!,갈취(1),기타괴롭힘(3),62.03
빚 언제까지 갚을꺼야 벌써 빌려간지 일년도 넘었잖아 죄송합니다. 한 세 달만 더 주시면. 그 말만 지금 몇번째 듣는건지 알아? 더는 못 참아. 한 달 뒤에도 못 갚으면 장기 하나씩 떼어낼 준비해. 정말 세 달만 주시면 꼭 갚을께요. 그 이전까지는 어려워요? 어쩌라고 지금 그소리만 벌써 몇번째로 하고있는지 알아? 그럴줄알고 저번에 싸인한 장기포기 계약서도 들고왔어. 계약서? 이딴게 무슨 계약서야? 협박문서지. 내놔! 내가 찢어서 불태워버릴꺼야. 가져가서 불태워봐. 니가 뺏어갈줄 알고 사본으로 들고 왔으니까. 안되겠다. 그냥 너죽고 나죽자 이왕 빚 못갚을꺼. 니가 진짜 정신이 나갔구나? 진짜 정신이 나가면 어떻게 되는지 보여줄께.,협박(0),갈취(1),61.92
동생 이쁘던데? 내동생 어찌알어 소문났어 이쁘다고 내동생 근처에 얼씬도 마 그럼 내가 시키는대로 해 그건 곤란해 동생 생각해 제발 동생 건들지마 내가 시키는거 오늘까지 해 생각해볼께요,협박(0),기타괴롭힘(3),61.41
을 너 잠깐 이리 와봐. 왜 그러는데? 왜긴 우리 을이 너어무 이쁘니까. 미안 내가 잘못했어. 한번만 봐줘. 미안? 네가 뭐를 잘못했는데? 아냐 하루만 더 시간을 줘. 시간? 야 나랑 장난하냐? 잔말말고 벗어. 벗으라고? 뭐를? 좋아보이네. 그것도 푸르고. 안돼 나는 뭐 입으라고? 그건 네 사정이고. 빨리 안벗어? 썅,갈취(1),기타괴롭힘(3),61.34
아니 내기를 했으면 정정당당하게 승부를 인정해야지 내가 안본사이에 자네가 홀인원친걸 어떻게 안대? 누가 전화하러 자리 비우래? 그럼 통상적으로 기다려주는게 예의아니야? 아 치고 싶어 죽겠는데 자네가 자리를 비웠잖아 그럼 다시치게 내가 지금 지켜볼테니 참나 그 돈아까워서 저 난리야? 자네 구질구질하네 구질구질이라고했는가? 내가 진짜 열받아서 확씨 진짜 구질구질한게 뭔지 보여줘? 아갑자기 왜 급발진하나 손에 든 골프채는 내려놓고 말하세 내가 이거 내려놓으면 또 돈 주라고 할거 아닌가! 억울하게 진짜!!!!!! 내가 내눈에서 본것도 아닌데 진짜 이러면 골프채 다 휘둘러버리는 수가 있어,협박(0),갈취(1),61.21
너 일로 와봐. 네. 너희 아까 손님들 앞에서 너희끼리 떠들면서 웃었니? 네??.아니요 아까 손님께서 말 거셔서 그냥 웃은 거에요. 여기가 어디라고 웃어 너희 일하러 왔지 놀러왔니? 죄송합니다. 하여튼 가봐.일이나 제대로 하면 말도 안해 네 그럼 가 보겠습니다. 아참가서 식빵 4개 모닝롤 3개 단호박빵 3개 가져와. 매니저님 죄송한데 다시 한번만 말씀해 주실 수 있으실까요? 하.됐어 내가 할라니까 죄송합니다.,직장내괴롭힘(2),기타괴롭힘(3),60.21
김대리. 약속한 기간이 얼마 남지 않았어? 부장님. 제가 그런 돈이 어딨습니까. 이건 말이 안된다구요오옷 말이 안돼? 네 놈이 법인카드를 네 곳간마냥 긁고다닌 것은 말이 되니? 아 부장님! 잔말말구 일억. 일억 입금하고 나도 입 싹 닦을게. 김대리 나도 너 오래 보고 싶다? 우리 오래 가야지. 올라가야지 같이 부장님 한 번만 눈 감아주시면 뭐든 다 하겠습니다 뭐든 다 한다? 네.뭐든요.,갈취(1),직장내괴롭힘(2),59.36
저번에 말한 물건들 준비됐어? 아니 선생님. 시간을 조금만 더 주세요. 저번에도 그랬잖아. 이번엔 그냥 안넘어가 그리고 원래 300개만 준비해달라 하셨는데 300개를 더 요구하시는건 좀 과하지 않습니까. 그래? 진짜 과한게 뭔지 보여줄까? 죄송합니다. 너나 니 와이프나 자식들 장기라도 팔아서 준비해. 예.? 왜. 직접해줘? 오늘까지 꼭 갚겠습니다.,협박(0),갈취(1),59.31
어이 이쁜이 시간이 지났는데 약속을 안지키네 네.엄마가 아프셔서. 그래 엄마가 많이 아프시노? 네 병원에 입원하시고 있어요 그래도 씨발년야 니 의무는 해야지. 왜 돈은 안가지고 오는거야? 엉!! 드릴려고 했는데 엄마가 갑자기 아프셔서. 이런 씨발 잡년이 있나? 잘됬네 장기라도 팔어!! 조금만 봐주세요. 아저씨도 부모가 있잖아요. 야!!! 잡소리 치우고 장기팔아갖고와!! 조금만 시간을 주세요,협박(0),갈취(1),58.21
야 이게 뭐냐? 드 드론. 드 드드 드론. 새끼 말 더듬는 거 봐. 아 안 더듬었어. 야 나도 해 보자. 줘 봐. 이 이거 비 비싼 건데. 누가 부순대? 씨 그냥 한번 나도 해 본다고. 아 안 돼. 내놔. 안 놓으면 부서진다? 아.,갈취(1),기타괴롭힘(3),57.58
"어 선배, 여기 계셨어요? 응, 밥 먹으러 내려왔다가. 너는? 저도 점심 먹으러요. 같이 가도 될까요? 그럼요, 같이 가요.",일반대화(4),직장내괴롭힘(2),56.71
애 너희 오빠잘생겼던데! 아그래고마워 아니 고맙긴 뭘 어?? 다름이 아니라 나 너네오빠 만나보고 싶은데 너가 연결좀 시켜주라 어? 우리오빠 여자친구 만날생각 없다던데 그걸 니가 어떻게 알아? 마음이 바꼇을수도 있고 아. 왜 싫어?? 니네오빠 몸에 금칠이라도했어? 아니 그건 아닌데 그거 아니면 내연락처좀 전달해주고 연락오게해줘 안그러면 알지?? 좀 쉽게쉽게 가자,기타괴롭힘(3),갈취(1),56.49
"주임님, 이 서류 여기다 두면 될까요? 아, 거기 말고 이쪽 파일에 넣어줘요. 아 이 파일이요? 네, 날짜 순으로 정리해서요. 네, 알겠습니다.",일반대화(4),직장내괴롭힘(2),55.91
혜민아 넌 날 떠날 수 없어 무슨 소리야. 내가 우리 헤어지자고 했잖아. 아니? 난 너랑 못헤어져. 아니 안헤어져. 그만하자 오빠. 나 너무 힘들고 지쳤어. 너도 나 사랑한다고 했잖아. 니가 그런 날 어떻게 떠나? 너무 숨막혀. 오빠가 이럴 때마다 정말 니가 나랑 헤어지면 편하게 살 수 있을까? 내가 가지고 있는 니 사진들 회사에 뿌려도 되는거니? 무.무슨 소리야? 오빠 설마. 진짜 소름끼친다. 난 매일 너를 담고 싶어서 사진을 찍은 게 문제가 돼? 우리 헤어지지 말자 이건 내 동의도 없이 찍은 거 잖아!,기타괴롭힘(3),협박(0),55.72
너 이 사이트 가입 되어있어? 아니? 나 사이트 잘 이용안해서. 그럼 니 정보 좀 빌려주라. 나 거기 아이디 다 만들어서 내가 만들 수가 없어. 응 ? 그렇게까지 해야돼.? 아 지금 캐릭터 이벤트 중인데 내 주민번호로는 다 막혔단말야 . 근데 왜 내 정보까지 끌어다가 만들어야 하는건데.? 너 어차피 안한다며 그럼 내가 해도 상관없는거 아냐? 그래도. 내 정보가 다 기재 되어있고. 혹시 모르니까. 넌 친구도 못믿냐? 그냥 만들고 안쓴다고. 진짜 짜증나네. 빨리 주민번호랑 다 알려줘. 급하다고. 안돼.미안해. 미쳤나 이게. 야 너 오냐오냐 했더니 기어 오르네? 지금 해보자는거야? 일 키우기 싫으면 빨리 내놔라.,갈취(1),기타괴롭힘(3),54.48
야 길동 일로와봐 네 부장님 부르셨어요? 이따가 세시에 내 손님 오기로했는데 커피 좀 사와 저 지금 보고서 작성하고 있어서. 아 그것보다 내 손님이 더 중요하니까 얼른 가서 사와 네. 아 맞다 나 지갑을 차에 두고와서 너가 사오면 내가 나중에 돈 줄게 네? 저번에도 안 주셨는데. 됐고 나중에 줄게 얼른 가서 사오고 접대실 테이블 세팅도 좀 해놔라 네.,직장내괴롭힘(2),갈취(1),53.4
찬석아 너 어디가냐? 어.나엄마심부름 야 가는길에 내빵도 좀 사와라 나.돈주면사올게 돈없으니까 대충 아무거나 좀 사와라 친구끼리 뭐 돈을받고 그러냐 어.진짜 돈없는데. 이 쪼잔한놈이 너 학교에서 우리랑 어울리기 싫냐? 왕따되고싶음 니맘대로해라 아.그게아니고. 빨리 사와 알겠어.,기타괴롭힘(3),갈취(1),52.8
다 죽여버리기전에 여기에 돈 담아! 꺄악.!! 도둑.도둑이야.! 당.당신 누구야.! 닥치고 돈 담으라고!!!!!!! 다 죽고싶어? 어!? 사.사장님.! . 우주씨.울.울지말고. 당신 . 일단 좀 진정해봐. 진정? 돈 담으라고 진짜 죽고 싶어서 환장했어? 어!? 윽.사.사장님.저.저 좀 살려주세요. 이 여자 살리고 싶으면 돈 담아. 빨리 안담아!? 제발 그 여자부터 풀어줘. 우리 대화로 하자.어.? 진짜 이 여자 죽여버리기 전에 입 닥치라고!,협박(0),갈취(1),51.97
자꾸 내 돈 안 갚고 어딜 도망가? 기간을 조금만 더 주시면.이율이 너무. 남의 돈 빌리고 갚는게 쉬울 줄 알았어? 다 알고 빌린거잖아? 그래도 이렇게 이자가 불어날 줄 몰랐어요!!!! 그러게 계약서는 잘 읽어 봤어야지? 못 갚겠다면.뭐.돈 나올 구멍은 많잖아? 네.? 니 가족도 있고.아님 널 팔아 넘길 수도 있고.그 전에 장기부터 털고? 눈 한쪽 신장 한 쪽 없어도 잘 살수 있잖아? 히이익.! 아님 그냥 장기 싹 다 털어버릴까? 어차피 너같은 거 죽어도 찾을 사람 없잖아? 죄송합니다. 빨리 갚겠습니다.,협박(0),갈취(1),50.94
신입 환영회 회식하니까 얼마나 좋아 감사합니다 환영회 해주셔서 아니야아니야 근데 남자친구는 있나 아니요 없어요 아 구래 그럼 사귄 남자친구는 몇명정도야? 아한 3번 어머 생각보다 연애를 많이 안해봤네 그럼 최근에 언제 만난사람은 얼마나 만났어? 아1년정도 얼마 안사귀었네? 그 사람은 뭐하는 사람인데? 아 그냥 직장인이요 그럼 제일 오래만난건 언제 만났을때야? 이제 그만 물어보시면 안될까요? 어머 왜 그렇게 예민해 장난이잖아 장난 아,직장내괴롭힘(2),기타괴롭힘(3),50.79
껍데기 뿐인 정박아로 태어난 주제에 용케 아직까지 살아있구나. 좋은 아침 좋아질 것 같지 않지만. 모두 네 덕분이지. 너의 존재는 너와 함께하는 모두어게 민폐만 끼칠 뿐이야. 그렇게 생각하든가. 네 생각과는 상관없이 난 잘 살아가고 있어. 내가 말하는 건 사실 뿐이야. 시간이 흐르고 주위 사람들의 연민이 바닥을 보일 때 너는 그 무엇도 될 수 없어. 확실히 내겐 문제가 많아. 하지만 그건 내 문제지 네 문제인가? 내가 몇 번이나 말했었지. 네가 나를 괴롭히는 이유 다시 한 번 말해주겠어? 멍청한 이 몸은 기억을 못하겠네. .너 같은 불량품 자식과 나의 혈관에 같은 피가 흐른다는 게 수치스러워서 견딜 수가 없어. 이쯤되면 목을 메달든 손목을 긋든 어서 자살하라고 내 손을 더럽히려 하지 말고. 절대 그럴 일 없다네 형제여. 네 삶의 모든 것을 불살라버릴 거야. 이 세상 모든 것이 너를 적대하게 되겠지. 그 때 가서 후회하지 마.,기타괴롭힘(3),협박(0),50.19
밥 먹었어? 점심시간에 뭐 했어?안 심심해? 네. 또 단답이네 아시죠? 뭘 알아? 이상한 헛 소문 낸 거 맞으시잖아요. 왜 날 몰아? 저도 다 들었어요. 모르는 척 안하셔도 됩니다. 날 몰아가는 이유가 뭐냐고 제대로 알고나 말하던가. 더이상 시끄럽지 않고 싶으면 가만히 있어,직장내괴롭힘(2),기타괴롭힘(3),49.17
너 또 내말 무시하냐? 이새끼 널 좆으로 보나본데? 아냐 진짜 시간이 없었어 미안해 너 오늘 죽자 살살해 미안해 오늘은 꼭 해올께 됐어 기회는 끝났어 이러지마 진짜 미안해 야 칼은 어디서났어?! 이새낀 말로하면 들을생각을 안하지?,협박(0),기타괴롭힘(3),48.95
민주씨. 오늘 옷 이쁘네 감사해요. 어디서샀어? 나도 그 옷 봤는데 길동쇼핑몰에서요 15만원주고 샀어요 왜이렇게 비싸게 주고샀데? 역시 돈 많네 아니에요 브랜드 정가라서 그래요 민주씨 금수저 아니었어? 소문났던데 네??누가 그래요? 민주씨 얘기 요즘에 뒤에서 많이해. 소문이 안좋게 났던데. 소문은 소문일뿐이에요 그래? 밖에서 행실 잘하고 다녀,직장내괴롭힘(2),갈취(1),48.36
그 여자 누구야? 누구세요? 이 손 놓으세요!! 오늘 만난 사람 누구야? 왜 날 두고 다른 사람을 만나? 무슨 소리 하시는거에요! 저 경찰에 신고할거에요!!! 니가 먼저 날 홀려놓고 무슨소리야? 왜 날 모르는 척해? 얼마전부터 쎄한 느낌이 들더니. 당신이었어? 이거 스토커 범죄에요. 알아?!! 스토커.? 너가 먼저 나한테 끼부렸잖아. 나한테 잘보이려고 이런 옷도 입고. 난 알아 너가 날 사랑하는거. 이 사람 말이 안통해. 저기요 경찰에 신고할거에요 . 지금 협박이 통할거라고 생각해? 이리와 이리와!!! 끄악! 살려주세요!! 아악! 아무도 없어요?? 오늘 너가 만난 사람이 누군지 말할 때까지 평생 내 손아귀에서 못 벗어나. 기대해도 좋아. 결국엔 넌 죽어서도 내꺼가 될거니까.,협박(0),기타괴롭힘(3),47.26
원장님 지금 뭐하시는 거에요? 내가 뭘요 ? 저 다른 병원들에 다 소문 내신 거 원장님이시잖아요. 제가요? 무슨 근거로 갑자기 그러시는 거죠? 제가 부당한 사항 말씀드리고 이직하겠다고 말씀드렸더니 원장님께서 다른 병원들에 제 험담 하셨다는 거 다 알고 왔어요. 김선생 사회가 그렇게 만만하고 쉬운 줄 알았어요 그럼? 사회가 만만하고 쉬운 게 아니라 부당한 부분을 저는 짚어 드린 겁니다. 아니 그러니까 사회생활을 그 따위로 하는데 다른 데에서 받아 줄거라고 생각했냐구요. 쯧쯧. 환자들 과잉진료에 직원들 부당한 차별 그게 그럼 원장님이 잘못하신게 아니라는 말씀이신가요? 저기요. 김선생님 증거있어요? 어디 한 번 증거 가지고 와서 얘기하시고 지금 엄연한 업무방핸데 어쩔래요? 그러니까 사회생활 좀 잘하지 그랬어,직장내괴롭힘(2),기타괴롭힘(3),46.33
당장 무릎 꿇어. 네? 무릎 꿇으라고. 그리고 넌 이 가방에 돈 담아. 알겠습니다. 조금이라도 까딱하면 총으로 쏴버릴거야. 경찰입니다. 경보 듣고 왔습니다. 거기서 더 들어오지마. 들어오면 인질 죽어. 뭘 바라십니까? 탈출할 수 있는 헬기와 100억원. 알겠습니다. 인질을 풀어주세요.,협박(0),갈취(1),46.33
오빠 어떻게 이럴 수가 있어? 응? 무슨 말이야. 수아야. 오빠.내가 모를 거 같아? 어제 술먹고.나한테 무슨 짓을 한거냐구! 어제.? 아니 수아야. 어제 니가 먼저 나 좋아한다고. 같이 있어달라고. 내가 ? 내가 술먹고 취했다고 기억 못할 줄 알고 그러는 거야? 오빠 진짜 나쁜 사람이구나. 수아야 진정 좀 해봐. 어제 분명 우리 좋았잖아. 너도 좋다고 했고 우리 진지하게 만나기로. 아 됐고 오빠 나 오빠 성폭행으로 고소할 거야. 뭐? 성폭행? 너 진짜 미쳤어? 고소 당하기 싫으면 조용히 우리 선에서 끝내자. 합의금정도는 줄 수 있잖아? 많이도 안바라. 오백만 줘. 오백? 하 참 너 이러려고 어제 나한테 연락한 거였니? 난 못줘. 그래. 오빠 그럼 오빠 평생 부모님한테 사람들한테 성폭행범 소리 듣게 해줄게. 아니면 조용히 끝내던가 2시간 줄게. 알아서 해.,갈취(1),협박(0),45.78
이번 달 월급 들어오면 갚는다며. 들어오자마자 다 뜯겨서 그래. 미안해. 그 말이 벌써 몇 달째야. 나도 급해. 사정이 좋지 않다고 나도. 야 나 월세도 밀렸어. 지난 달엔 곧 형편 나아진다며. 이제 한 달 지났다. 곧이라는 게 1년은 두고 봐야지. 장난해? 당장 갚아. 내일까지 안 갚으면 니 금이빨이라도 뽑아갈 테니까. 살벌하네. 농담 같애? 아 알겠어. 근데 전부는 못 갚아. 일단 백 백만 먼저. 삼백. . 알았어 삼백.,갈취(1),일반대화(4),45.64
세면대에서 코 좀 풀지마 나오는걸 어떡해 휴지에 안풀고 일부러 세면대에서 있는 힘껏 풀지말라구 내 마음이야 배수구 청소해보면 샤워기 물 틀어도 안씻겨 배수관 막혀서 역류하면 어쩔건데? 다른 사람 고생시키지 말고 시키는대로 해 편하게 살자 스트레스 받아 계속 비협조적이면 나 못참아 못참으면 어쩔건데 접골원에 가서도 뼈 못맞추게 두들겨팰거야,협박(0),일반대화(4),45.14
안녕하세요 중고나라보고 문의드려요 네 아이폰 50만원에 팔아요 네 입금했습니다 네 택배 보낼게요 저기요 택배 잘못왔는데요? 아이폰 아니잖아요? 사기에요 무슨 소리하는지 잘 모르겠네요 사기꾼 새끼야 내가 너 경찰에 신고하고 죽여버리기전에 당장 내돈 내놔라 하고싶은데로 하세요 너 경기도 살지? 어떻게 알았지? 내가 지금 당장찾아가서 너 죽여버린다 기다려라,협박(0),갈취(1),44.84
어제 우리 가게 앞에 있던 택배 돌려 놓으세요 제가 왜요? 버리려고 둔 거 잖아요 뜯지도 않은 멀쩡한 택배인데 누가 그걸 버려요? 그럼 가게 안에 뒀어야죠 억지 그만 피우고 되돌려 놓으라고요 이미 제 손에 없어요 그럼 당신이 변상해 증거 있어? 내가 가져 갔다는 증거 카메라에 다 찍혔으니까 그렇게 알아요 쓰레기 가져갔다고 하면 그만 아니야? 참나,갈취(1),기타괴롭힘(3),44.12
안녕하십니까 길동전자입니다 야 사장바꿔 고객님 무슨일이십니까 바꾸라면 바꿔 말딴이란 통화하기 싫어 고객님 저한테 무슨 말씀인지 해주시면 전달하겠습니다 고객센터에서 일하는 주제에 무슨 말이 많아 고객님 저에게 말씀해주시면 자세히 답변드리겠습니다 니까짓것하고 말하기 싫다고 고객님 어떤일때문에 그러시나요 개같은 경우가 다 있어,기타괴롭힘(3),직장내괴롭힘(2),43.76
이민수 너 교무실로 당장 따라와 네? 저요? 왜요? 너 이 동영상 뭐야! 아 그거요? 그거 어제 대영이랑 논 건데요? 니 눈엔 이게 노는거야? 얘가 쓰레기 뒤집어 쓰고 어 ? 아 대영이 한테 물어보시면 되잖아요 야 니가 대답해봐. 어제 우리 놀다가 니가 벌칙받은거지? 어.?.아. 선생님 저.그거 제가 어제 애들이랑 놀다가.그런거에요.제가 원해서 한거에요. 뭐? 너 이게 정말 논거라고? 네.제가 내기에 져서 애들이랑 장난친다고 찍은 동영상이에요. 저 괜찮아요.선생님. 거봐요! 전 잘못없어요! .민수야 이제 동영상 지워주면 안 될까.? 내가? 음 그냥 지워주기는 너무 아깝고 너 그럼 이번 학년 내내 내 셔틀하면 지워줄게,기타괴롭힘(3),직장내괴롭힘(2),43.63
아빠 나 노트북 사줘 아빠가 이번달엔 좀 힘든데 모아서 3달 뒤에 사주면 안될까? 아 다른 친구들은 다있는데 나만 없단말이야 아이고 우리딸 속상했겠다 말로만 속상하다고 하지말고 사주라고 진짜 미안하다 아니 우리집은 왜이렇게 집구석이 가난해? 왜 이런집에서 나 태어나게 한거야? 딸. 미안해 미안하다고 하지말고 가서 뭐라도 해서 노트북 가져오라고! 사오든가 훔치든가! 안그러면 나 지금 여기서 뛰어내릴거야 딸딸. 왜그래 진정해 아빠가 친구한테라도 돈 빌려볼게,갈취(1),기타괴롭힘(3),43.32
에취 컥컥 오늘 공기가 탁한가봐요. 스으읍 오늘따라 숨이 더 잘 안 쉬어지네요. 야 너 제발 회사에서 기침 좀 적당히 하면 안되냐? 시끄러워 죽겠어. 제가 어릴 때부터 호흡기가 안 좋아서 천식 앓고 있어서 그래요. 죄송해요. 그리고 너 맨날 들이마시는 그 뭐냐 호흡기? 네블라이저? 그것도 그만 흔들어. 정신 나가버리겠어 사람이 이거 안 하면 숨이 너무 막혀서 호흡곤란와요. 최대한 적게 쓰드록 노력할게요. 그거 내놔봐 호흡기인가 뭔가 그거 줘봐 나한테 네? 여기요 근데 왜요??? 아니 적게 쓰드록 노력 한다며. 내가 도와줄라고 집에 가기전에 줄게 회사에서는 하루에 한 번 씩만 써. 그래야 쓰는 양도 줄지. 대리님. 빨리 주세요 저 지금 숨 막혀요 빨리요 야 엄살 피우지 마. 안 죽어 적게 쓰도록 노력한다며. 알아서 잘 조절해봐. 그것도 조절 할 수 있어야 그게 사람이지,직장내괴롭힘(2),기타괴롭힘(3),43.3
저기 누구신데 자꾸 사진을 찍어요. 죄송한데 사진 좀 지워주세요. 머라고? 내가 누군줄 알고 그래요? 저 오빠 펜이에요. 팬인건 너무 고마운데 제가 이 비행기 타는건 어떻게 알았어요? 오빠 제가 모르는게 어디있어요 아니 업무차 가는게 아니라 저 휴가가는거라 소속사도 제가 어떤 비행기 타는지 어디로 여행가는지는 몰라요. 오빠 저는 소속사에서 알려주지 않아도 다 알아요. 오빠가 어디에 사는지. 오늘 개인적은 일정은 있는지 어떤 비행기를 타는지 어떤 좌석을 앉는지. 다 안다고요. 네? 이거 사생활 침해에요. 사생활침해라니요? 다 오빠 사랑해서 이러는건데 너무하신거 아니에요? 제발 저한테 이러지 말아주세요. 부탁드릴게요. 저도 거기로 여행가는지 어떻게 알아요? 제가 오빠랑 운명이라는 거에요. 아니에요. 제발. 부탁드릴게요. 저의 사생활까지 아는거 너무 부담스러워요.,기타괴롭힘(3),직장내괴롭힘(2),43.02
야 별이 핸드폰에 이상한 영상 있더라 그게 뭔데? 노래방에서 알바한 영상 이던가? 뭔 헛소리야 너네 남편이 알아도 그럴까? 나 일리가 없잖아 그럼 영상 보내볼게 보고도 그런지 보자 나아니라구 그래? 그럼 너네 남편에게도 보내보면 알겠지 새끼야 너 협박죄야 이거,협박(0),갈취(1),40.89
선생님 저희 얘 좀 잘 부탁드려요. 지우 어머님. 이러지마세요. 저희 얘 꼭 좋은 대학교 가야합니다. 지우는 똑똑해서 꼭 갈 수 있을 겁니다. 너무 염려마세요. 선생님 저희 얘 이 번 시험문제 좀 알려주실 수 있을까요. 네? 어머님 그건 불가능해요. 아시잖아요. 선생님 이번에 저희 조카랑 결혼하신다는 얘기는 들었습니다. 민주씨요.? 근데 그게. 저희 조카 제가 업어키웠습니다. 제 말이라면 꿈뻑죽는 아이에요. 무슨 말인지 아시죠? 어머님. 저는 그래도 불법을 저지를 수 없습니다. 죄송합니다. 그래요. 그럼 저희 민주한테가서 이 결혼 선생님께서 안하겠다고 하셨다고 말해도 되는거죠? 아.아.아닙니다. 어머님 이러시는 거 정말 . 제말 이해 했다고 생각하겠습니다. 내일 다시 올게요.,갈취(1),협박(0),37.6
와 멋잇다 이 헬멧 누구세요? 누군데 남의 오토바이 앞에 서계세요 아니 멋져서 구경좀 했는데 아네. 그럼 가볼게요 아니 형아 이거 형아 헬멧이야? 네. 나도 갖고싶다 좀 써보도돼? 안됩니다 안돼? 내가 이 헬멧으로 형아 머리 날려도 안돼? .그러지마십시오,갈취(1),기타괴롭힘(3),36.79
친구야 이따 시험때 답좀 슬쩍 보여주라. 그건 어려울것 같은데. 와.친구사이에 이러기냐? 미안. 걸리면 0점이잖아. 그러면 너 지난번에 과제 내꺼 베껴서 제출한거 내가 조교님께 말한다? 아니 그건 지난일인데 왜 이제와서 말해. 지금이라도 말하면 너 점수깍일걸? 생각 잘해라. 하. 그래도 시험컨닝은 좀. 그래 그럼 나는 지금 조교님한테 간다. 알았어 보여주면 되잖아.,협박(0),갈취(1),35.77
