문장,정답,예측,확신도(%)
요즘 잘나가더라 무슨일이야? 무슨일은 우리가 용건이 있어야만 연락하는 사이인가 갑자기 연락해서 무슨일있나 했지 왜 요즘 잘나가니까 옛날생각은 전혀 안나나보지 몸이 붕떠서 날아다니니까 아래는 전혀 안보여? 무슨말이야 내가 무슨 그렇겠지 예전 생각은 하고싶지도 않겠지 그래서 내가 예전 기억 싹 지울수 있게 연락한거 아니야 예전기억을 지우다니 무슨 뜻이야 야 내가 다 묻어준다고 너랑 나랑 있었던 일도 지금 이렇게 잘나가시는 분 혹시라도 과거가 발목잡으면 되나 내가 또 의리빼면 시체 아니냐 5장만 주면 조용히 살아줄께 또 왜그래 3년전에도 내가 돈 줬었잖아,갈취(1),협박(0),61.98
오늘 옷차림이 네? 치마가 말야 무슨 말씀이세요? 치마가 너무 길어 제 옷은 제가 알아서 입습니다 아니지.옷차림도 하나의 사회생활이야 치마길이가 사회생활과 관계가 있나요? 있고말고. 치마 길이가 길면 내기 우울해지거든 왜 이러십니까.,직장내괴롭힘(2),기타괴롭힘(3),60.26
안녕하세요. 김철수씨? 네 맞는데요? 35살이고 땡땡회사 7년 째 재직 중인? 뭐야 당신 누구야? 지금 5분 안으로 돈 1000만원 입금하지 않으면 너에 대한 모든 정보가 다 빠져나가게 될거야. 갑자기 무슨 소리를 하는 거야? 난 너에 대한 모든 정보를 알고 있어. 너가 세상에 밝히고 싶지 않은 비밀정보들까지. 제발 용서해주세요. 제가 뭘 잘못했길래. 딱 7시까지다. 기다린다. 제발 용서해주세요 제발.,갈취(1),협박(0),59.7
어머 수지야 니 남자친구야? 어? 유리야 여기서 다 만나네. 둘이 인사해. 내 남자친구 최민기 얘는 내 대학 친구 김유리. 안녕하세요. 유리씨. 수지 남자친구입니다. 안녕하세요 민기씨! 반가워요 . 역시 이수지 남자가 절대 안끊기지 얼마나 됐다고 벌써 이렇게 멋진 사람을 만났데 네? 아 민기씨 모르셨구나. 얘 대학교때 부터 엄청 인기 많아서 남자가 없던 적이 없었어요. 유리야 무슨 쓸데없는 말을 하고 그래. 내가 무슨 인기가 많아 니가 더 많았지. 너 그 때 기억안나? 동아리 회식 때 너 취해서 뻗었을 때 다들 데려다 준다고 오빠들이 얼마나 자기들끼리 난리였다고. 그만해 민기씨 기분 나쁜 거 아니죠? 수지가 인기 많았던 건 좋은거잖아요 그럼요. 괜찮습니다. 과거를 연연하고 싶진 않네요. 저흰 지금 너무 좋아서요. 어머 수지 이번엔 제대로 된 사람 만났네. 얼마 전까지만 해도 이제 남자만나는 거 지겹다고 하던애가. 내가? 그건 니가 그런거 였잖아. 말 조심해. 너 웃긴다. 하긴 대학 때 니가 내 남자친구 뺐을 때부터 넌 대단하다 싶었는데 참. 내가 뺐은거라고? 그 때 너 헤어진 뒤였고 니가 나 소개해준거였잖아. 너 갑자기 왜이래? 넌 눈치가 참 없어. 그런다고 좋다고 소개받고 사귀고 그러다 얼마 못갔지? 대단해 정말. 야 김유리 그만하자. 민기야 우리 먼저 가자.,기타괴롭힘(3),직장내괴롭힘(2),59.23
민주씨. 오늘 옷 이쁘네 감사해요. 어디서샀어? 나도 그 옷 봤는데 길동쇼핑몰에서요 15만원주고 샀어요 왜이렇게 비싸게 주고샀데? 역시 돈 많네 아니에요 브랜드 정가라서 그래요 민주씨 금수저 아니었어? 소문났던데 네??누가 그래요? 민주씨 얘기 요즘에 뒤에서 많이해. 소문이 안좋게 났던데. 소문은 소문일뿐이에요 그래? 밖에서 행실 잘하고 다녀,직장내괴롭힘(2),갈취(1),59.18
내가 여기 수정하라고 말하지 않았나? 죄송합니다. 까먹었습니다. 너 내 말이 우습냐? 아닙니다. 근데 몇 번을 말해야 알아먹는 거야 !! 죄송합니다. 이래서 지잡대는 뽑는 거 아니였는데 죄송합니다. 지금 수정하겠습니다. 넌 내 눈에 띄지 마라. 죄송합니다.,직장내괴롭힘(2),기타괴롭힘(3),56.8
내 레포트 내일까지 써 와. 내가 왜? 내 말 안들으면 니 나체 사진 인터넷에 뿌릴거야. 그런 사진이 있다고? 이거 너잖아. 너 이거 어디서 났어? 그건 알 거 없고 내가 시킨대로 하면 돼. 미쳤니? 니 사진 다른 사람들이 다 봐도 된다는거야? 너 협박죄에 불법촬영으로 고소 할거야.,기타괴롭힘(3),협박(0),56.77
여행 누구랑 다녀왔어요? 아 친구랑요 친구 누구? 남자친구? 아니요 대학 동창이요 아 대학교에서 만난 남자친구? 아니요 그냥 친구요 아 요즘에는 흠도 아니야 솔직히 말해도 되지 진짜 그냥 친구요 아 그래그래 남자인 진짜 그냥 친구 하,기타괴롭힘(3),직장내괴롭힘(2),56.04
안녕 얘들아 나는 이번에 전학 온 수진이야 잘 부탁해 잘 부탁해? 이 새끼가 미쳤나 야 영철아 얘가 잘 부탁한다는데 ? 어 그래그래 잘 해줄게 그래 그럼 담배부터 사와볼까? 으.응? 담배라니?? 담배라니? 이지랄 모르는 척 하는거 역겹다 너 야 담배 몰라? 말레 사오라고 못 사오면 넌 내일은 없는거다 알겠냐? 사오면 누가 알아? 우리가 정말 잘 해줄지 미친새끼 얘들아. 담배 이런건 안좋은거야. 학교폭력 멈춰!,기타괴롭힘(3),갈취(1),55.77
운전 똑바로 않해! 아이고 사람죽네 괜찮으세요? 니눈엔 괜찮아보이냐? 아이구아이구 허리야 다치셨으면 저랑 병원에 가시죠 됐어 내가 알아서 할테니 병원비나 줘 보험처리 해드리겠습니다 영말귀를 못알아 듣네 아니 왜이러세요? 좋은 말할때 합의금 내놓으라구 아니면 똑같이 밀어버릴테니까 다쳐볼래? 죄송합니다 시간을 좀 주세요,갈취(1),협박(0),54.61
허가는 받은건가? 아뇨. 저희 이번 안전시설이 미흡하다고 하시네요. 뭐?아니 당장 허가 받아서 시작해도 모자랄 판에 이제와서 다시 준비를 한다니? 안전사항에 미달되는 조건이 너무 많다고 하시는데. 됐네. 내가 아는 다른 업체에 부탁해볼테니 그냥 내일부터 진행하도록 하게. 네? 그러다가 인부들 조금이라도 위험하게 된다면 그 후에 문제가 너무 커질텐데요. 그건 그 때 가서 생각해도 되지않나? 지금 시작도 안해보고 너무 미뤄진 거 안보여? 그치만 무엇보다 중요한게 인부들 안전이라고. 인부들 안전이야 중요하지. 근데 지금 우리보다 더 중요해? 이거 때 맞춰 진행못하면 너나 나나 둘다 모가지야 알아? 인부들한텐 말하지말고 진행시켜. 이건 좀 아닌 것 같은데요. 니가 못하면 내가 할테니까 넌 빠지던지. 대신 다신 이런 기회 없을 줄 알아.,직장내괴롭힘(2),협박(0),54.31
어이 이게 누구야? 네 돈 떼 먹고 두 다리 쫙 펴고 잘 살고 있었나? 어 형님 잘 지내셨어요 제가 그게 아니구요. 제게 사정이 있어서. 사정!? 그러니까 나한테 돈 빌려 갔을 거 아냐?? 아니 그게 아니고 제가 갚으려 했는데요. 시끄럽고. 내 돈 언제 갚을거야?? 제게 조금만 시간을 주시면 꼭 갚겠습니다. 저도 받을 돈이 있는데 못 받아서 그래요 너 지금 그 말이 몇번째인지 알아?? 그럼 말을 해야지 왜 나를 피하는건데. 피하는 건 아니구요. 시끄럽다고 했지. 열린 입이라고 어디서 지껄여 네 가족이 이 사실 알고 있나? 다들 직장 생활 버젓이 하고 있는거 같은데 내가 가서 확 싸질러 버려 한번 누구 하나 피를 봐야 정신 차릴 거야?? 아닙니다. 가족은 아직 모릅니다 가족에게만은 절대 안됩니다. 그럼 네 손가락 하나 보증으로 잘라가도 될까?? 형님 정말 마지막으로 한번만 더 믿어 주십시오.,협박(0),갈취(1),54.24
웨이터 얼른 일로와!!! 네 무슨 일이십니까? 지금 음식에서 머리카락이 나왔어!! 당장 다시 만들어 죄송합니다 얼른 바꿔드릴께요 죄송하면 다야? 죄송하면 무릎이라도 꿇어야하는거 아니야? 네?? 죄송하면 무릎이라도 꿇으라고 아니 죄송하지만 그건 못하겠어? 꼴에 자존심은 쎄서 어휴 이래서 못배운애들은 안된다니까? .죄송합니다.,기타괴롭힘(3),직장내괴롭힘(2),54.03
안녕하세요 상담원 안보미입니다. 무엇을 도와드릴까요? 제가 이번에 테블렛를 샀는데.너무 느려서 환불하려구요. 아 혹시 테블렛가 얼마나 느린지 알수 있을까요? 동영상 한번 로딩하는데 510초나 걸립니다. 그러시군요. 그런데 이미 한번 개봉한 제품은 반품이 어려우세요. 네!? 그러면 물건을 개봉하고 사용해봐야 문제가 있다는걸 알수있지. 어떻게 아나요? 이미 물건을 한번 개봉하셨기 때문에 제품금액의 80만 돌려받을수 있습니다. 아니!! 그런게 어디있습니까? 새재품이 너무 느려서 반품한다는데. 100환불해주세요. 환불 안해주시면 올려서 테러해버릴테니깐. 일단은 물건 먼저 보내주세요 환불해주겠다고 먼저 약속하세요.그러면 보낼테니깐.,기타괴롭힘(3),갈취(1),53.94
야 저기 저사람 보이지? 어?? 그런데 왜? 가서 저사람 뒤통수 한대 치고와 뭐라고? 못들었어? 갑자기 왜?. 재미로 하는거지 안 때리고 오면 니가 쳐맞든가 새끼야 아. 못할 것같아 그럼 니가 정신차릴때까지 맞든가 뚝배기 깨지면 정신 차리겠지 그렇지? 도데체 왜 이런일을 하는거야? 재미로하는거지 뭘 이렇게 진지해새끼야,협박(0),기타괴롭힘(3),53.84
저기요 선생님 혹시 다음주인가 다다음주에 유치원 견학 가는 장소와 시간 알려주실 수 있을까요? 학부모님 지금 시간이 12시라서 제가 아침에 일어나서 유치원 가면 보내드리도록 하겠습니다. 저기요 그거 하나 보내주는 게 어렵습니까? 그럼 저희 애 담임 왜 하는데요 이런 시간에 문자 보내면 안된다는 법 있나요? 지금 시간이 너무 늦었고 내일 해도 되는 얘기라 그렇게 말했습니다. 내일 상세하게 다시 전달하여 드리겠습니다. 진짜 뻔뻔하고 대충 일 하려고 하시네요. 유치원에서도 애들 대충 가르치고 대충 보육하시죠? 저 진짜 정성을 다해서 아이들 한 명 한 명 대하고 있습니다. 자녀분도 마찬가지로 정성 다해 보살피고 있고요. 거짓말 치지 마세요. 프로필 사진만 봐도 유치원 선생님이 사진이 이게 뭡니까? 교육자로서의 자질이 부족하시네요. 프로필 사진은 엄연히 제 사적인 공간 입니다. 물론 제 마음대로 사진 올릴수도 있는거고요. 애들 앞에서도 이런 사진 보여주시는거 아니죠? 지금 이 문자만 봐도 애들 어떻게 케어 하실지 매우 걱정이 되는데요 학부모님 견학 가는 정보에 대해 안 알려 줬다고 너무 개인적인 영역까지 침해하시면서 말씀하시는 것 같다는 생각이 드는데요. 그렇게 생각하시던 말던 제가 이 유치원 카페에 올릴겁니다. 정보 공유 부탁 드렸는데 대충 얼버무리시면서 쉽게 일하시려 하고 프로필 사진도 애들 정서와 맞지 않는거 올리면서 생활하신다고요. 학부모님께서 그렇게 생각하신다면 어쩔 수 없지만 전 분명 말하길 늦은 시간이었고 사생활이기 때문에 관심 받을 필요 없다고 느낍니다. 네 혼자서 생각하시고 그렇게 편히 대충 잘 주무시기를 바랄게요,기타괴롭힘(3),직장내괴롭힘(2),52.86
그냥 따라오라고 한대 맞기전에. 싫다고요 그냥 제바라 집에 가세요. 여기서 당장 간이랑 콩팥 털리고 싶어 새끼야? 아니요.그냥 보내주세요. 야 형이 한명있더라? 형은 제발 건들지 말아주세요. 그러니까 돈을 제떄제때 갚아야지. 냅둬요. 제발 가족은 아니죠. 아이 말을 안처먹네. 야 차에 끌고가. 신선한게 잘팔리겠네.,협박(0),갈취(1),51.64
돈을 갚을 능력이 없으면 빌리지를 말아야지 시간을 조금만 더 주면. 그동안 기회를 많이 줬잖아? 한달 딱 한달만. 내 인내심이 그렇게 대단치를 못해서. 계약서에 있는대로 수술한 번 해야겠어. . 신장은 튼튼하지? 그러면 제가 일을 할 수가 없잖아요? 뭐 그정도면 당분간은 일 안해도 돼. 물론 이자는 늘겠지만. 그게 무슨 말도 안되는. 그건 싫다? 그러면 남의 돈 막쓰면 안되지. 가져다 쓰기만 하면 되나? 양심도 없이. . 내가 마지막 아량을 베푸는거야. 보름. 그 후엔 내맘대로 수술 날짜 잡는다.,협박(0),갈취(1),51.17
물건상태가 심한데 환불해주세요 무슨소리새요? 저는 개봉도 안한 새상품을 판매한겁니다 아니 물건상태가 안좋고 내가 마음에 안들어서 환불해달라는데 왜 안되요? 이것보세요. 제가 새상품이라고 말씀드리고 환불안되는 조건으로 싸게 판매한건데요 아글쎄 물건상태가 마음에 안들어 환불해줘! 새제품을 30도 안되는 가격에 구매해놓고 상태가 어쩌니 환불을 해달라니요. 어이가 없네요 환불안해주면 땡떙마켓에 당신 쓰레기라고 소문낼거야! 소문내세요! 그럼 전 허위사실유포로 맞대응 하겠습니다. 너네집에 개키우지? 그강아지 내가 납치해버린다 이사람이 무슨소리야! 협박으로 고소한다 이 사기꾼아,협박(0),기타괴롭힘(3),50.99
저거 너무 예뻐다 그치? 음 예쁜 것 같아 나한테 어울릴 것 같지 않아 그치 어울릴 것 같아 그럼 니가 사줄 순 없을까? 나 돈 없는데 집에 가서 엄마한테 달라고 하면 되잖아 저번에도 용돈 받아서 니가 갖고 싶다는 거 사줬잖아 말이 많냐 너는. 나도 때리기 싫으니까 좋은 말로 할 때 갔다 와라 그만 때려 알았으니까,갈취(1),기타괴롭힘(3),50.22
내말좀 믿어봐 니말을 어떻게 믿니 지금까지 이렇게 해왔잖아 뭘 어떻게 했는데? 그러지말고 제발 난 절대 널 도울수가 없어 나한테 왜그러는거야 이제 니가 알아서 하도록 해 니가 믿어줘야 내가 걔네들 무리애들한테 안맞아 내 알바 아닌데? 난 걔네가 더 좋아,기타괴롭힘(3),협박(0),49.51
다들 엎드려 살고싶으면 살.살려주세요. 내가 왜 이짓을 하는지 알겠지 빨리 현금 뽑아서 다 이 봉투에 담아 네 네 알겠습니다. 살려만 주세요 시끄럽고 뜸들이지마 빨리 해 네 여기 있습니다. 이게 다야? 난 다 알고 있어. 얕팍한 수법으로 빼돌릴 생각마.,갈취(1),협박(0),49.08
우리 학교 다닐 때 재밌었는데 그치? 맞아. 맞아. 우리 초등학교 때는 진짜 아무 걱정없이 놀고 재밌었지. 난 그런 거 말고 예전에 범수 수업시간에 화장실 못가게 했다고 자리에서 오줌 쌌잖아. 진짜 대단했지. 야.그건 어릴 때고 선생님이 안보내 주셔서 그랬지. 맞아.그런 얘기를 왜 해 우리 완전 어릴 때 잖아. 뭐 어릴 때니까 괜찮은 거 아냐? 그 뒤로 쟤 계속 별명 쉬쟁이였잖아 하지마. 요즘은 지도 안그려 ? 풉 지나치지 않냐. 그런 얘기 하는 건 매너가 아닌 것 같은데 야 그럼 쉬쟁이를 쉬쟁이라고 하지. 어떻게 못가게 한다고 그걸 못참고 반에서 쉬를 싸냐.,기타괴롭힘(3),일반대화(4),45.9
