문장,정답,예측,확신도(%)
너 어제 왜 그랬어? 어제? 내가 뭘?? 아 눈치가 없는거야 뻔뻔한거야 너 때문에 쪽팔렸잖아 그래 넌 왜 그렇게 사냐? 어제 내가 술을 너무 많이 마셨나봐.미안해. 기억이 잘 안나. 어제 무슨 일이 있었지.? 내 입으로 말하기 쪽팔려 너 술도 잘 마신다는 애가 진짜 기억이 안나? 정말이야. 어제는 컨디션이 좀 안 좋았어서. 니가 길동오빠한테 어떻게 했는지 진짜 기억안나? 쪽팔려서 정말. 어이가 없어서 우리가 다 촬영해놨어. 너네 부모님 엄하시다며 이거 보면 무슨 기분이실까? 얘들아 내가 미안해 정말. 기억은 안나는데 내가 크게 실수했나봐. 부모님께는 연락드리지 말아줘. 너 때문에 쪽팔리고 열받으니까 그럼 좀 맞자 새끼야 야 우리한테만 맞으면 안되지. 오빠들도 불러서 같이 때리자. 그럼 정신 좀 차리겠지. 안그래?,협박(0),기타괴롭힘(3),78.4
저기요 혹시 날이 너무 뜨겁잖아요? 저희 회사에서 이 선크림 파는데 한 번 손등에 발라보실래요? 아 진짜요? 안 그래도 선크림 필요해서 알아보던 중인데 한 번 발라 볼게요! 여기 한 번 발라보세요. 진짜 성분도 좋고 다 좋아요. 음. 성분이 좋다고 하셔서 좋은거 같기는 한데 제 피부에 맞지 않나봐요. 피부가 따끔거리네요. 이번에 진짜 열심히 연구해서 만든건데 피부가 많이 예민하신가봐요. 네 많이 예민해요. 그럼 많이 파시고 안녕히 계세요. 아니 저기요 돈 안내요? 네? 발라보는것도 돈 내야 하나요? 그럼 이거 누구한테 팔아요? 당신이 바른거를? 아니 먼저 발라 보시라고 하셨잖아요. 먼저 권유해놓고 사라고 강매하는거 갈취인거 몰라요? 내가 안 사도 된다고 말 한 적 있어? 그것도 모르고 바른걸 누구 탓 하나? 빨리 사 당신이 바른거 당신이 사야지 진짜 어이가 없어서 다른 사람들한텐 이렇게 갈취하지마세요. 화딱지나네,갈취(1),기타괴롭힘(3),76.73
이번에 공사 하나 하는데 너네 애들좀 쓰자. 이번에도 말입니까.? 응. 쓰던 애들이 편하고 좋더라고 이번엔 안됩니다 형님. 다른데 애들은 또 비싸. 그러면 돈을 좀 주던가 죄송합니다. 힘들것 같습니다. 힘들어? 너 진짜 인생이 힘들어 지고 싶어? 정말 왜 그러십니까 형님. 니네 사장이랑 나랑 어떤 관계인지 알지? 예 알겠습니다.,갈취(1),직장내괴롭힘(2),74.92
아니 머리가 왜 이래? 고객님 제가 그래서 고객님은 곱슬이라 이머리 하면 더 풍성해진다고 말씀드렸어요 아니 그래도 그렇지 이게 사람이야? 푸들이지. .분명 괜찮으시다고 하셨잖아요 아니 괜찮은것도 정도가 있지 이거 나 이대로 못나가 세시간이나 걸렸어요 필요없어 다시 피든가 아니면 고소당할준비해 네? 제가 고소를 당해요? 어 사람 머리가지고 아주 장난질을 했다고 내가 너 고소할거야 아. 그냥 다시 풀어드릴게요 앉으세요 네시간걸려요 얼마가 되든 원상복귀해놔,기타괴롭힘(3),협박(0),74.39
야 이 책 내가 좀 빌려간다. 응.? 너 저번에 빌려간 내 수학책도 안줬잖아. 아 맞다. 이거 주면서 그 것도 가져다 줄게. 그럼 돼? 아니.나도 곧 이 수업이야. 말이 되냐? 다음 시간이 우리 수업인데 당장 하는 것도 아니면서 그냥 빌려주라고. 너는 빌려가는 거라지만. 나는 받지도 못하고. 맨날 내가 빌리러가야한단말야. 아야 그건 니가 알아서 할 거아냐? 정 꼬우면 니가 내 자리와서 가져가던가 쉬는 시간에. 매일 니가 자리에 없어서. 골때리네. 야 그럼 내가 너 기다려야돼? 어? 책하나 빌려주는 주제에 진짜 팍. 책 빌려가면.맨날 찢어놓고.낙서하고.,기타괴롭힘(3),갈취(1),74.29
운영중인 블로그에 좋게 써 드릴테니까 서비스 많이 주시면 안되요? 이미 배달 출발해서 어떻게 더 배달이 어려울 것 같습니다. 그럼 주문한거 공짜로 주시면 안되요? 괜찮습니다. 아 그럼 블로그 나쁘게 써서 가게 망해도 된다 이거죠? 장사한지도 오래되었고 블로그 평가 하나하나에 일희일비하면서 장사할 생각은 없습니다. 블로그 힘이 얼마나 되는지 모르나 본데 나 이래뵈도 유명해요. 유명한 분이면 그만큼 격이 있게 행동을 하셔야죠. 내가 나좋자고 이래요? 사장님도 좋은거라구요. 괜찮습니다.,갈취(1),기타괴롭힘(3),73.04
야 길동 일로와봐 네 부장님 부르셨어요? 이따가 세시에 내 손님 오기로했는데 커피 좀 사와 저 지금 보고서 작성하고 있어서. 아 그것보다 내 손님이 더 중요하니까 얼른 가서 사와 네. 아 맞다 나 지갑을 차에 두고와서 너가 사오면 내가 나중에 돈 줄게 네? 저번에도 안 주셨는데. 됐고 나중에 줄게 얼른 가서 사오고 접대실 테이블 세팅도 좀 해놔라 네.,직장내괴롭힘(2),갈취(1),72.11
영하학생 이리 나와요 네 선생님 선생님이 왜부른줄 알아 잘모르겠습니다 선생님 잘모르면 이제 좀 알때도 됐는데 학교 임원까지 하는얘가 아직도 부모님이 학교를 안오는게 말이돼 저번행사때도 오셔서 행사랑 도우신걸로 아는데 공식행사는 당연히 와야하는거고 행사가 공식행사만 있는줄알아 그럼. 이래서 가난한것들은 임원시키는게 아닌데 부모가 배운게 없어서 뭐 하나 사회생활을 아는게 없어 선생님 너무하십니다,기타괴롭힘(3),직장내괴롭힘(2),71.53
오늘도 윗집은 축구하나보다.어휴 오늘 또 잠 다 잤구나.경비실에 전화해야겠다. 경비아저씨죄송한데 101동 3201호에 층간소음 인터폰 좀 해주세요. 여기 3101호인데요 그쪽에서 인터폰 하셨어요? 하루이틀도 아니고 11시면 다 자야하는 시간인데 너무 하신거 아니예요? 그쪽도 애들 키우면서 이정도에 예민하게 굴려면 아파트에 왜 살아요? 낮에는 참는다지만9시부터 시작해서 11시예요!윗집에서 조심해야하는 시간이죠 제가 일하고와서 애들이 반갑다고 인사하고 씻은게 다인데 그게 시끄럽다면 어쩌라구요? 어쩌라니요? 조심해달라구요 이사람이 이런식으로 나오면 망치 들고 내려갑니다. 제대로 층간소음 알려드려요? 지금 뭐라고 하셨어요? 협박하는거예요? 경찰 불러요? 경찰 오기전에 제가 제대로 판 벌립니다.조용히 살고 싶으면 인터폰하지마요.한번만 더 경비실에서 전화오면 밑에집에 불내버릴테니,협박(0),기타괴롭힘(3),70.26
아오 야 밥먹을 때 쩝쩝 소리 좀 내지마라 시끄러워서 먹을 수가 없네. 뭐 먹는다고 자랑하냐 김사원? 죄송합니다. 조용히 먹도록 노력하겠습니다. 야야 젓가락도 그렇게 잡냐? 부모님이 밥상교육 안 시켜줬어? 애들 교육용 젓가락으로 연습해야 되는거 아니야? 잠시 외국에 살다와서 젓가락이 낯설어서 사용하기가 어려워서 그렇습니다. 연습해 오도록 하겠습니다. 요즘 시대에 그 나이먹고 젓가락 사용 못하는 애들도 있다니 이래서 가정교육이 중요 하다니까 요즘 애들은 가정교육을 다 독학으로 하나봐 뭐 알아서 잘 하는 게 하나도 없냐 그러게 요즘 저러니까 젊은 애들이 욕먹지 나때는 저렇게 젓가락 사용하면 엄청 혼났는데 부모가 오냐오냐 키웠나보네 밥먹는데 언짢게 해드려서 죄송합니다. 그래 죄송한건 아네 너랑 밥 먹으니까 밥 맛 진짜 뚝 떨어진다 짐승이랑 먹는 느낌이야 너 어떡하냐 저런 애랑 일해야 하고 보통 일이 아니겠다 밥 먹는것도 제대로 못하면 뭐 잘 하는 일이 있기라도 해? 있기는 무슨 손도 느리고 어리버리 하고 서류도 작성도 못 하고 그냥 알아서 관두면 좋겠어 쟤를 어디를 보고 뽑은건지 뭐 얼굴이 준수하기라도 해야지 수산시장 온 줄 알았잖아 얼굴보고 맞아 맞아 얼굴에서 냄새 엄청 나는거 같아 죄송합니다. 정말 죄송합니다.,직장내괴롭힘(2),기타괴롭힘(3),69.09
엄마가 이러면 돼? 엄마는 할만큼 했어 나이가 몇인데 이러니 엄마잖어 그럼 자식한테 해줄수도 있지 엄만 해줄만큼 했어 내가 돈때문에 나쁜길로 가도 된다는거야? 이제 니인생은 니꺼야 엄마도 살아야지 나 진짜 이돈 없음 죽어 도와줘 니 사고 더 이상 수습할수 없어 아빠랑 얘기 다 됐어 이 돈 안주면 다 죽여버릴거야! 뭐? 어떻게 그럴 수가 있니,협박(0),갈취(1),68.82
너 오늘은 또 왜 늦었어? 아 죄송합니다 차가 안와가지고 늦었어요 니가 일찍 출근 준비했으면 지각 안하잖아 어쨌든 지각했으니까 지각비 만원 내놔 . 지각하면 월급에서 차감된다면서 지각비를 왜 따로 걷어요? 웃기는 애네 나 좋자고 걷냐? 지각비 걷어서 다 같이 간식 사먹으려고 하는거잖아 그러게 빨리 다니지 누가 늦으래? 내놔! 싫습니다 5분 더 지났으니까 두배로 내놔 안내면 너 짤라버릴거야,갈취(1),기타괴롭힘(3),67.92
사장님 집에 사정이 생겼는데요 그동안 밀린 임금 좀 빨리 주세여 야 나도 수금이 안돼서 못 주는 거야 나도 답답하다구. 그런데 사장님은 지금 이렇게 고기를 드실 돈은 있고 제게 줄 돈은 없나요? 저희 집에서는 라면도 먹을 돈이 없다구요. 아 정말. 짜증나게 하네. 야 갈 곳 없는 너를 받아서 일자리 만들어줘 밥 먹여줘 그런게 누군데 그 고마움은 생각 안 하고 이렇게 진상 짓이야 그래서 사장님이 시키시는 일 다 했자나요 저도 고마움은 알지만 이제 더 이상은 못 버틴다구요 아기 분유값도 없다구요. 에이 밥 맛 떨어지네 꺼져 너 노동부에 신고한다 불법 체류자라고. 갈 곳 없는거 받아줬더니 적반하장이네 뭐 이 개새끼야 그 동안 내 노동력 갈취하고 그런게 얼마인데 나를 협박해 그래 너 죽고 나 살자 나도 이제 막장이다 이걸로 너 찌르고 나도 죽을거야. 야야 너 왜 그래 진정해. 너 돈 줄거야 안 줄거야 안 주면 여기서 너도 죽고 나도 죽자. 얼른 말해 이 개새끼야 알았어 알았다니까. 조금만 더 기다리면 줄게 진정해. 진정!? 나를 이렇게 만든건 너야 얼른 말해. 지금 당장 안 주면 바로 너를 찔러 죽일거야,협박(0),갈취(1),66.45
야 이 길동. 네 선배님! 오늘은 왠지 더 커진거 같다? 원래도 어마어마 했지만. 안그러냐? 그러네! 뽕이야? 네? 뭐라고요? 아니 네 키 말이야. 키 얘 다른 생각 했다. 이길동 그렇게 안 봤는데 그게 아니라 누가 들어도 오해할만한 말인거 같은데요. 아 선배가 장난 치는 건데 왜 이렇게 정색해. 우리 길동이 진지충이야? 아 나 진지충이랑 안 노는데.,기타괴롭힘(3),직장내괴롭힘(2),65.0
밥 먹었어? 점심시간에 뭐 했어?안 심심해? 네. 또 단답이네 아시죠? 뭘 알아? 이상한 헛 소문 낸 거 맞으시잖아요. 왜 날 몰아? 저도 다 들었어요. 모르는 척 안하셔도 됩니다. 날 몰아가는 이유가 뭐냐고 제대로 알고나 말하던가. 더이상 시끄럽지 않고 싶으면 가만히 있어,직장내괴롭힘(2),기타괴롭힘(3),64.93
안녕. 너 길동 맞지? 네 맞는데요 무슨 일이시죠? 너의 자식을 내가 데리고 있다. 하라는 대로만 하면 살려주지. 네.? 아이고 이게 무슨 일이야. 장난 아니고 실제 상황이다. 1억을 만들어와. 그런 돈은 없는데요.제발 살려주세요 어떻게든 만들어오라고! 사채를 쓰든 대출을 하든. 내일 12시까지 안 보내면 자식을 죽인다. 네 제가 어떻게든 마련을 해보겠습니다. 경찰에 신고하려는 허튼 생각 하지마. 바로 너 자식은 죽을테니까 알겠습니다 조금만 기다려주세요.,갈취(1),협박(0),63.07
회장님 약속된 퇴직금은 주셔야죠 제가 아무리 성적이 안좋아도 자네 누군가 자네가 우리 회사 직원이었나 참 기가 찰노릇이군 회장님. 나가 경호팀 부르기 전에 회장님 이거 다 녹음 됐어요 언론사에 알릴거에요 와 이 자식 잘한것도 없으면서 뻔뻔하게 내 회사 건드네 와 솔직히 회장님이 하신게 뭐가 있습니까? 직원들 기가막히게 굴려 먹은것만 있는 주제에 그래 능력있는 직원들 잘 이용하는게 재능인거야 멍청아 그런걸 잘하는 사람이 이 위치에 있어야 하는거고 아니 그럼 월급이라도 잘 챙겨 주던가 기가 막혀서 아 나 월급 잘 챙겨줬어 그런데 너같은 쓰레기는 줄 퇴직금과 월급은 없어 아니 진짜,직장내괴롭힘(2),갈취(1),62.59
얘들아 왜? 길동 00 진짜 재수 없지 않아? 개짜증나 걔 존나 구림 아 걔 얼굴 존나 때리고 싶다 토쏠림 아 개웃겨 아 뭐야 00도 있었네 몰랐다 미안 우리끼리 이야기하게 나가주라 존나 빻은 게 얼굴 보면 존나 때리고 싶어 미안해 내가 잘못했어 머래 그냥 꺼지라고 아짜증나 패고싶어 내말이 00아 그냥 죽기 싫으면 가만히 짜져 살아 씨발 아가리를 찢어버리고 싶네 그냥 염산 뿌려서 얼굴 형체도 모르게 만들고 싶다,기타괴롭힘(3),협박(0),62.4
야 집에갈때 내 가방좀 들어줘 왜 내가 어깨가 안좋아서 그래 너아까 배구하고 잘 놀더니 뭐가 아프니 야 같은 방향이고 친구끼리 이런것도 못해주냐 니가 나랑 무슨친구니 늘 괴롭히면서 무슨 그런소리 난 니가 편해서 그런건데 나한테 이런부탁하지마 난 니가 싫으니 그래 딱 봐 나중에 그만좀 날 괴롭혀 나도 니가 늘 괴롭혀서 죽고싶으니 자꾸 이럼 나도 신고할거야 학폭으로,기타괴롭힘(3),협박(0),62.08
안녕하세요 네? 네 안녕하세요 혹시 혈액형이 어떻게 되세요? 네? 혈액형은 왜요? 아 저희 설문조사하하려고요 저 형이에요 아 저희가 찾았던 분이네요 잠깐 시간되세요? 네 후미진곳에 가서 잠깐 피좀 빌립시다 조용히 안하면 없어지실거에요 지금 협박하는겁니까?,협박(0),갈취(1),60.64
저기 아줌마. 지금 뭐하는거야? 예? 제가 무슨 실수라도. 아니 아줌마 걸레질하는건 좋은데. 지금 나한테 튀었거든? 아니. 물기 다 꽉 짜내서 튈 일은 없을텐데. 지금 내가 거짓말한다는거야 그럼? 아니. 그게 아니고요 사장님. 안되겠다. 여기 사장불러. 죄송합니다 사장님. 제가 어떻게 해 드려야 할까요? 아줌마가 어떻게 한다고 어떻게 돼? 사장 부르라니까? 제가 세탁비라도 드리고 진심으로 사과드리겠습니다. 너그럽게 이해해 주세요.,기타괴롭힘(3),갈취(1),59.68
한국지검검사 윤동철 입니다. 지금 박세미님 계좌가 범죄에 연루되어 있으니 빨리 저한테 계좌번호를 넘기십시오. 야 너 보이스피싱인가 그거지? 말투 좀 고치던가 매번 하던 그 대본을 바꾸던가 해 어떻게 매번 같은 형식이냐? 누가 속아주기는 해? 하. 나랑 장난하나? 웃어? 간이 배밖으로 나왔구만. 왜 이름이랑 전화번호 알면 집 주소까지 알거라는 생각은 못 하나? 뭔소리야 너네같은 멍청이들이 내 집 주소를 어떻게 알아내 사기도 좀 적당히 쳐라 말마다 다 사기네. 지금 밖에 봐. 검정 옷 입은 사람들 많이 보이지? 무시한 대가는 다 치뤄야 할거야. 뭐하는거야? 너네가 내 정보를 어떻게 다 알아? 이거 불법이야! 신고하기전에 빨리 저 사람들 데리고 가. 경찰을 불러보던지 쪽수부터 이기고 들어갈거니까 그니까 왜 비꼬아 사람을. 다음부터 안 그럴테니까 제발 이번 한 번만 넘어가주세요. 안 그래도 수급 안 되는데 너가 건들면 안될걸 건드렸어. 콩팥 하나 털릴 준비해. 목숨은 살려놔주지. 한 번만요. 살려주세요. 안 그러면 저 진짜 경찰에 신고할거예요.,협박(0),기타괴롭힘(3),59.1
야돼지 나.? 그래 여기 급식소에서 돼지가 너 빼고 더 있냐? 야 그 피자빵은 왜 들고가냐 안먹고 나.나중에 먹을려고 돼지새꺄 형이 다이어트시켜줄께 다이어트.? 그래임마 내놔 살빼야할거아니야 아.아니 그건.이리줘. 뭘 이리줘 살빼 새꺄 형이 잘먹을께,기타괴롭힘(3),갈취(1),57.62
어디그리급히 가시나요? 어머머 누구세요 ? 그건 알필요없고 그 종이가방 엄청 소중히 안고가시네요 신고할꺼예요 ! ! 경찰이 빠를까요 제가 빠를까요 ? 소리지를꺼예요 ! 질러질러 아이고 사람들 여기와보세요 이아주머니가 저를 치한으로 모네요 제발 그냥 보내주세요 그냥 가세요 종이가방만 고히 놓고 말도 안되는 소리 그만하세요,갈취(1),협박(0),56.81
어디냐? 왜? 쌀쌀맞긴 이혼소송 도중에 연락해서 좀 그런데 내 짐 좀 가져가려 하는데 지금 가도 되냐 왜이렇게 재촉해? 내 입을 옷 그런거 다 거기있는데 어떡하라고 그럼 문밖에 내놓을테니 알아서 가져가. 너무한거 아니냐? 문밖에 내놓는게 뭐야 우리 자식 앞으로 그 집에서 어떻게 사는지 안에 좀 봐야지 이제와서 왜 딴소리야. 됐어. 자식 생각도 좀 하자 아빠노릇은 해야 될 거 아니야? 하. 그럼 잠깐이다 지금 와 그래 자 여기 짐. 이제 짐도 줬겠다 집 안도 봤겠다 볼 일 없지? 빨리 나가. 웃긴다 정말. 그래 간다 가 물 한잔만 마시고 다 마셨지 빨리 가. 내가 이대로 갈줄 알았냐? 마지막 기회 줄게. 이혼한거 취소해 이 칼에 찔리기 싫으면. 자식을 위해서라도 다시 부부로 지내자고!! 너 미쳤어? 이게 뭐하는 짓이야? 당장 놔.,협박(0),갈취(1),56.68
빨리 돈 구해와. 저 정말 돈 나올데가 없어요. 제발요. 니네 부모님 가게 정리한 돈 어제 들어왔잖아. 그건 저희 부모님이 30년동안. 됐고 여기서 약하다가 죽는걸로 인생 마감하고 싶어? 차라리 제가 벌어서 매달 갚을게요. 니가 벌어서 갚을 수 있는 돈이 아니야. 그냥 자살한 걸로 니 인생 끝내자. 아니에요. 일단 연락을. 지금 당장 입금하라고 해. 니 부모도 자식 죽는것보다 평생 번돈으로 자식 살리는게 더 나을거야. 대신 부모님은 절대 건드리지 말아주세요.,협박(0),갈취(1),56.01
혹시 오늘 56교시에 자율 빠지고 수업 보충인가요? 저희반 애들이 그러길래. 네 모르셨어요? 어떻게 애들보다 학교 공지가 더 느릴 수 있어요. 저한테 공지가 안 와서 미쳐 확인 못 했네요. 이를 어쩌죠 교과서 안 가지고 온 애들이 많다고 하던데. 혹시 저희반 5교시 수학이던데 선생님. 오늘은 교과서 없이 수업 나가실 수 없을까요? 그건 안되겠는데요. 이제 곧 시험이라 다른반이랑 똑같이 안 맞춰주면 애들사이에서 불만 나와요. 그니까 왜 담임이 되어서 학교 공지 확인을 안 하고 다니십니까? 제가 확인 안 한게 아니고 공지 문자가 저한테만 안 온거 같아요. 누락된거 같아요. 국어쌤 쌤이 학교 공지 담당이죠? 어제 수업 보충한다고 공지 보낸거 누락된 분도 계세요? 없을걸요? 왜요 화학쌤이 그러셔요? 아니 제가 아무리 공지 누락 시켰다해도 알아서 확인 하셔야지. 그럼 뭐 애들은 따로 공지 받고 소식 아나요? 저한테 공지가 안 온걸 제가 무슨 수로 알아봅니까. 학사일정에 자율이라 되어있으니 저는 학급활동 하려고 했죠. 화학 쌤 반 애들 너무 불쌍하다. 시험기간 얼마 남았다고 에휴. 못난 담임 둬서 애들이 불쌍하네요. 그러게 말이에요. 학교에 관심도 없고 공지도 안 해주고 애들 무슨 대학 수업 듣는것도 아니고 다 자기들 알아서 해야 하는건가봐요. 선생님 분발 좀 해요. 공지 안 온다고 손 빼놓고 있지 말고요. 일부러 공지 저한테만 안 보내신거 아니죠.? 왠지 말씀하시는거 보니까 일부러 그러신거 같은데요. 저봐 저봐 또 남한테 핑계를 찾네. 일부러 그랬다면 어쩔건데요. 그리고 담임이 되어서 내일 변동사항 없는지 다른 쌤들을 통해서라도 물어봐야 하는거 아닌가요?,직장내괴롭힘(2),기타괴롭힘(3),55.93
저기 오빠 사인해주세요. 엄마야. 너 여기 어떻게 알았어.? 오빠는 제 손바닥 안이에요. 제발 내 사생활 좀 지켜줘. 나 너네한테 잘하고 있어. 팬서비스도 열심히하고 연애도 안하고. 알아요 오빠. 오빠는 만인의 사랑이잖아요. 그러니까 제발 우리 예쁘게 있자 응? 그래도 오빠가 만약에 바람이라도 나면 그때는 어떡해요. 그럼 안되는거잖아요. 안할게 안할테니까 우리 서로의 사생활을 보호해주자. 싫어요. 제가 무엇을 믿고 저 그러면 매니저로 취직할 거에요. 제발 미안한테 우리 그러지 말자 응?,기타괴롭힘(3),갈취(1),55.63
나 떡볶이 사주라 내가? 응 너 싫은데 떡볶이 안 사주면 니 책 안 돌려준다 치사하다 떡볶이 사주라고 그러니까 알았어 진작 그럴것이지 책 꼭 돌려줘,갈취(1),기타괴롭힘(3),54.11
안녕하세요. 김철수씨? 네 맞는데요? 35살이고 땡땡회사 7년 째 재직 중인? 뭐야 당신 누구야? 지금 5분 안으로 돈 1000만원 입금하지 않으면 너에 대한 모든 정보가 다 빠져나가게 될거야. 갑자기 무슨 소리를 하는 거야? 난 너에 대한 모든 정보를 알고 있어. 너가 세상에 밝히고 싶지 않은 비밀정보들까지. 제발 용서해주세요. 제가 뭘 잘못했길래. 딱 7시까지다. 기다린다. 제발 용서해주세요 제발.,갈취(1),협박(0),53.79
담배 좀 빌립시다. 학생들같은데 그냥 가라. 거 같이 좀 핍시다. 학생이 무슨 담배야? 거 나이가 무슨 벼슬이라고. 아니 머리에 피도 안 마른 것들이. 머리에 피 마르면 죽어요. 어른한테 꼬박꼬박 말대답이야? 그럼 말 말대답고 주먹으로 대답할까요? 아니 끝까지 어른한테 됐다 이거 받고 저리 가라.,갈취(1),기타괴롭힘(3),52.45
이거 해줘 내가 왜? 해달라니깐 너일이잖아 너가 더잘하잖아 해줘 내가 잘하더라도 너일은 너가 해야지 너 자꾸 그러면 죽는 수가 있어 아. 빨리해줘 알겠어.,협박(0),기타괴롭힘(3),49.53
공책 돌려받길 원하면 빨리 뛰어봐. 이 굼벵아. 빨리 내놔. 빨릐 내놔아. 빨리 내놓으래. 웃기다. 아 내놓으라고! 내놓으롸고! 굼벵아 그러니 빨리 달려봐. 그게 뛰는거냐? 그만 좀 놀리고 내놔. 그만 좀 놀릐고 내놔. 넌 좀 그만 따라해. 넌 좀 그만 따라해애. 아 굼벵이 너무 느려서 재미없다. 네가 안 가져가니 이건 내가 가진다.,기타괴롭힘(3),갈취(1),48.74
어서오세요! 편의점입니다. 손들어! 헛튼짓하면 쏴서 죽인다! 왜 그러세요.? 원하는게 뭐에요.? 가방에 여기 있는돈 다 담아! 살려주세요. 살고싶은면 돈 담아!! 그러면 살려줄게 안돼요. 저는 알바생일 뿐이에요. 그러니깐 빨리 담으라고!! 죽기 싫으면! 진짜 살려주실꺼죠.? 그래 빨리 담으면 사라져줄게,갈취(1),협박(0),47.34
어이 다들 똑바로 안해? 사장님.제발 물 좀 주세요. 뭐? 물? 이게 미쳤나. 야 지금 고작 이거 조금 만들어 놓고 물을 달라고? 배도 고프고.저희는 언제까지.이렇게 일만 해야되나요. 내가 다 너네 통장만들어서 저축해주고 있다고 했지? 어? 오늘따라 왜 이래? 지쳤어요. 저 그만 두겠습니다. 제 통장 주세요. 그만 둬? 뭐? 그만둔다고? 참 야 그 동안 먹여주고 재워주고 일시켜주고 은혜도 모르는 자식이네? 그치만. 돈도 안주시고. 맨날 이렇게 일만 하고.밥도 부실하고.잠도 제대로 못자고. 지금 제일 바쁜 시기라고 말 했잖아 이 새끼야. 헛소리 하지말고 똑바로 일이나 해. 길거리로 쫓겨나기 싫으면. 너무하십니다.사장님.,직장내괴롭힘(2),갈취(1),47.02
왜 쳐다봐? 네 제가요? 응 너가 나 쳐다봐서 나 지금 굉장히 심리적으로 불안해졌어 무슨말씀이신지. 너가 나 쳐다봐서 나 지금 심리적으로도 불안해지고 손도 떨리고 그렇다고 전 안쳐다봤어요 아니 내가 쳐다봤다면 본거지 자꾸 이상한 소리해. 나랑 같이 경찰서랑 병원 가자. 보상받아야겠어 저기요. 전 당신 쳐다본적도 없어요. 지금 내 떨리는 눈동자와 손 어떻게 해결할꺼야? 뭘로 보상해줄래? 죄송한데 저한테 왜이러시는거예요,갈취(1),협박(0),46.48
너 내 지갑에 손댔지? 내 돈 내놔. 아니에요. 봐봐. 돈 여기 있잖아. 속옷속에 숨겨놓으면 못찾을 줄 알았어? 그거 제돈이에요. 어디서 개구라를 쳐? 맞아야 정신차리지? 이거 습관성이야. 저 도벽없어요. 어라? 이딴식으로 나오겟다? 너 정신머리가 글러먹었구나? 죄송해요. 일로와. 너 죽여버릴거야. 죽어야 정신차리지. 정신 차릴게요. 죄송해요.,협박(0),갈취(1),45.9
제발 대학교 입학 포기 신청해줘 나 이제 그 대학 하나란 말이야 내가 왜 그래야해 나도 상향으로 쓴 대학 붙어서 여기 가고 싶어 내가 이럴까봐 대학 쓴거 안 알려준거였어 너 진짜 나 대학 안 가서 죽는 꼴 보고 싶어? 내가 얼마나 노력했는데 너만 빠지면 나 예비1번이라 합격이야 그니까 내가 왜 그래야 하는거냐고 너도 중요한만큼 내 인생에도 중요해 아. 그래.? 그냥 이번에 포기하고 다른 대학 가면 안될까? 너 가천 대학교도 합격 했잖아 이 대학이 내가 원하는과고 부모님도 여기로 가라고 하셨어 미안하지만 안돼 하. 그러면 방법은 하나밖에 없네 그래 그냥 안타깝지만 다른 대학 결과를 기다리던지 아니면 정시점수 좋으니까 그거 한 번 도전해봐 난 항상 응원해 아니 난 가망없어 그냥 너 죽이고 내가 그 대학갈래 어쩌피 너 혼자라서 너 죽어봤자 아는 사람 없잖아? 이러지말자 대학은 인생 첫 시작의 출발점 일 뿐이야 조금 늦어도 괜찮아 싫어 난 이번뿐이야 그냥 너 하나 죽인다고 아는 사람 없고 그럼 자동적으로 대학은 불합격 이겠지 그러면 모든 게 완벽해 미안하지만 그니까 대학 양보해주면 죽을일은 없잖아. 나중에 우리 꼭 만나자 미안해,협박(0),기타괴롭힘(3),43.87
이번 건은 배임의 위험이 있습니다. 그래서 뭐 하지 않으시는게 넌 돈 많단거지? 지금 무슨 소리신지 난 돈 벌자고 이러는데 넌 잘났다 이거지 아닙니다 어린놈이 뭘 아니래. 잘났네 잘났어 말씀이 지나치십니다. 됐어 가봐,직장내괴롭힘(2),기타괴롭힘(3),40.44
선생님 이 친구가 제 인격모독을 하고 다른 사람에게 자꾸 저에게 거짓 누설을 합니다. 그래서 그 친구한테 잘 이야기를 해서 같이 화해 하고 싶어요 알겠다. 네 무슨 일이시죠 선생님? 야 새끼야 너 이 새끼에게 거짓 누설을 하면 어떡하냐 양아치 같은 놈아 네 저 아무짓도 안했는데 아 이 새끼가 그런식으로 말했어요? 선생님 저 그런식으로 한적이. 야 이 양아치야 너 예 한테 빨리 사죄해 아 예 선생님 아주 잘 알겠습니다. 야 미안하다 우리 학교끝나고 옥상에서 화해 더 하자 앞으로 둘이서 잘해라,기타괴롭힘(3),협박(0),40.22
