문장,정답,예측,확신도(%)
엄마 나 이번에 500만 보내줘. 아니 보낸지 얼마나 됐다고 또 보내?? 급하게 쓸데가 있어서 그래. 저번에 300 가져간지 얼마 안됐잖아. 지금 급하다고!!! 얘가 미쳤나. 약속 안주면 나 그냥 죽어버릴거야. 또 무슨 사고 친거야?? 다른 얘기는 됐고 약속 줄거야 말거야? 자식이 진짜 죽어도 되겠어.? 알았어. 잠깐만 기다려봐.,협박(0),갈취(1),78.97
이 정도는 서비스로 주셔야 하는거 아니에요? 아 그건 서비스는 아닌데요 되게 불친절하시네요 네? 이거 인터넷에 올릴 거에요 네?! 동네 장사인데 이렇게 하시면 안돼죠 아니 저희도 먹고 살아야죠 네 그럼 악플이 늘어나겠네요. 하이고,갈취(1),기타괴롭힘(3),78.62
여보세요 님이 소중하다고 생각하는게 지금 저한테 있거든요 네! 당신 누굽니까? 다름이 아니라 그걸 지금 파괴하기 전에 말하시라는 거예요 보이스 피싱인가? 암튼 끊어 이 사기꾼아 당신이 좋아하는 작품이 파카소 맞지? 그리고 당신 문 비번도 12345잖아 진짜 가져갔다니까 이런 당신 경찰에 신고해 줄까? 그래? 난 지금 이걸 파괴할건데 알겠어 얼마를 원해,협박(0),갈취(1),78.32
김 선생님 옷이 예쁘네요. 새로 사셨나봐요? 아 감사합니다. 오늘은 수업시간에 조는 남학생들이 없어서 수업이 잘 되겠어요. 네? 그래도 다른 걸로 학생들을 집중시켜야지 그래서야 되겠어요? 교감 선생님. 말씀이 좀 지나치십니다. 나야 보기 좋은데.김 선생님이 걱정돼서 그러지요. 한참 예민할 나이들이잖아? 우리 애들이? 어떤 게 문젠지 정확히 말씀해 주시면 고치겠습니다. 치마 기장도 길고 몸에 붙는 옷도 아닌데요. 색이 야하잖아요 색이! 빨간색이 뭡니까? 교사가! 그런 시대착오적인 생각을 하시다뇨. 요즘 그렇게 생각하는 사람이 어디있습니까? 쯧쯧.교산지 학생인지 교산지 어디 종업원인지 알 수가 없다니까.쯧쯧.,직장내괴롭힘(2),기타괴롭힘(3),78.01
야 너가 기장이야? 내가 이제부터 말하는 경로로 비행해. 그건 안됩니다. 관제탑이랑 교신도 해야하고 잘못하면 비행기랑 충돌하면 비행기 바로 폭발해요. 내 말대로 안 하면 지금 당장 비행기 폭파시킬거야 내 말대로 비행해. 그럼 관제탑에 미리 교신하겠습니다. 여기는 4758 현 비행기 납치중에 있다. 비행 경로를 바꿔주도록 부탁한다. 지금 여기서 몽골로 간다고 빨리 전해. 아아. 몽골로 갈 수 있습니까? 빠른답변 부탁드립니다. 현재 몽골에 큰 태풍 상륙 예정이라 비행이 어렵다고 합니다. 야 너 죽고 싶어? 안된다는 말 하지말고 다른 루트를 알아봐. 다른 쪽으로 가는 조짐이라도 보이면 이 리모컨 보이지? 이거 누르면 비행기 공중분해 돼. 하라는 대로 할 테니 좀만 진정해주세요. 갑자기 경로 바꾸면 복잡해져서 심란합니다. 나한테 명령하지 마 여기서는 나만 명령한다. 왜 다시 회황해? 야 너 죽고싶냐? 터뜨려? 아니 그게 아니고 괜찮은 경로 찾아서 가는겁니다. 좀만 기다려주세요. 오늘 비행기에 승객도 많아서 당황시키면 큰일 납니다. 제발 살려주십시오. 일단 가진 계좌이라도 다 내놔.,갈취(1),협박(0),77.89
나. 이번 대회에서.꼭 1등 할 거야. 응? 그래 서희야 ! 우리 꼭 같이 입상하자! 아니.? 난 너보다 꼭 위에 올라갈거야. 어.응 ! 그래! 그 동안 내가 운이 좋았지. 너가 나보다 원래 훨씬 빠르잖아. 참나.너 정말 재수없다. 나 놀리는 거지? 내가 맨날 어디서든 니 뒤에 가려져서 얼마나 침울하게 지내왔는지 알아!? 서희야.갑자기 왜그래. 우리 내일.대회잖아.응? 이러지말자. 내가 널 이길 수 있는 방법은 니가 대회에 못나가는 방법 밖에 없어. 그게 무슨소리야.너 꼭 잘 할 수있.어.서희야.그 .그게 뭐야.? 망.망치잖아.! 달리기를 못하게 하는 방법밖 에 없다고.!!!!!!!!!!!. 너.넌 몰라. 내가 얼마나 고통 속에 비교 속에 살아왔는지.!!!!! 꺼져버리라고.!!!!!! 안.안돼. 서희야.!!!!!! 제발 그 . 그거 내려놔.! 오.오지마.!꺄악.!!,협박(0),기타괴롭힘(3),77.68
저희 밥 먹으러 가요! 좋아요 좋아. 오늘 불고기 어때요? 좋죠! 다 같이 가는 건가요? 네네 당연하죠! 다들 얼른 가요! 아 저기 저 곧 끝나요!! 아 씨는 좀. 저희끼리 할 얘기가 있어서요 죄송해요 하하. 저번에도 계속 그러셨잖아요. 죄송한데 저희끼리 갈게요. 가요!!,직장내괴롭힘(2),기타괴롭힘(3),76.28
쟤 잡아! 누구세요.! 왜 이러세요.!! 닥쳐. 우리가 누군지 왜 궁금해? 도대체.누구신데.이러시는거에요.!! 꼴을 보아하니 어디 갈 곳도 없는 노숙자같은데. 노숙자들은 쥐도새도 모르게 죽으면 그만이야. 당신이 뭔데.! 이거 놔! 어차피 사회에 필요도 없는 사람 장기라도 팔아서 좋은 일 해야지? 이.이거놔 ! 난 아직 죽고싶지 않아.! 당신 같은 사람 한명 죽는다고 세상이 알아주지 않아 당신들. 이거 다 불법인 거 몰라!? 이건 범죄라고.!! 우리가 그런 것도 모르고 움직이는 것 같아? 그러니까 너같은 하찭은 존재를 찾아다니는거야. 꽉 잡아 애들아. 일단 가진 현금이라도 다 내놔.,갈취(1),협박(0),75.34
어이 이쁜이 시간이 지났는데 약속을 안지키네 네.엄마가 아프셔서. 그래 엄마가 많이 아프시노? 네 병원에 입원하시고 있어요 그래도 씨발년야 니 의무는 해야지. 왜 돈은 안가지고 오는거야? 엉!! 드릴려고 했는데 엄마가 갑자기 아프셔서. 이런 씨발 잡년이 있나? 잘됬네 장기라도 팔어!! 조금만 봐주세요. 아저씨도 부모가 있잖아요. 야!!! 잡소리 치우고 장기팔아갖고와!! 조금만 시간을 주세요,협박(0),갈취(1),75.01
35번 손님 아이스커피 두잔나왔습니다 아이스커피? 네 맛있게드세요 저기요 아가씨 나는 아아스 시킨적이 없는데? 아 분명 오늘 날이 더우시다고 아이스로 시키셨는데요 내가 그랫어? 네분명히. 아그런 기억이 없는데? 아가씨가잘못안거 아니야? 아니요. 오늘 손님이 첫 주문이라 확실히 기억하고 있습니다 아가씨. 왜이렇게 유도리가 없이 굴어 그냥 아 제가 잘못 주문 받았습니다 하면 되지? .네?. 어휴 유도리 없어 그냥 마실게,기타괴롭힘(3),직장내괴롭힘(2),74.96
저기요 저 2003호 인데요 제 아이가 집에 안들어와서 를 봤는데 이 집에들어간거 같아서요 혹시 제 아이 이 집에 있나요? 다 보고 와놓고 뭘 물어봐 이 집 말고 다른 창고로 아주 조심히 옮겨놨어 네? 왜 제 허락도 받지 않고 마음대로 아이를 데리고 돌아 다니시나요? 너네는 내 허락받고 집에서 그렇게 밤낮으로 뛰어다녔냐? 그건 진짜 죄송해요 아이가 한참 성장기시기이다 보니. 죄송. 죄송하다 하면 끝날 얘기라고 생각하나 보지? 됐어 그냥 내가 깔끔하게 해결할게 진짜 죄송해요 못 뛰게 할게요 교육 잘 시켜두겠습니다. 아니야 나 이미 마음 먹었어 그냥 생활하는데 지장 없도록 못 보게 하던지 못 걷게 하던지 둘 중 아무거나 할게 네.? 진짜 죄송해요 지금와서 백번천번 사과해도 마음 안 풀리실거 알아요 근데 5년만에 온 제 소중한 아이입니다. 제발 용서해주세요 그냥 되돌려 보내면 너가 신고하면 내 인생만 망가지니까 신고 안하겠다는 서약서 써 약속 어길시 너 애 어떻게 될 지 몰라 이제 용서따위는 없어 네네 진짜 죄송합니다 진짜 감사합니다 바로 써서 보내드리겠습니다 약속 꼭 지키겠습니다. 일단 가진 100만원이라도 다 내놔.,갈취(1),협박(0),74.48
그때 빌려간 내 가방 좀 돌려줘 싫은데? 내가 왜? 빌려간 지가 벌써 한 달이야. 내 알 바 아니잖아 부모님이 사주신거란 말이야. 나한테 정말 소중해 그거 내 알바 아니고. 그러게 누가 주제에 안 맞게 이런 비싼 가방 가지고 다니래? 머저리 같은 새끼 제발. 부탁해 어차피 너한테 안 어울리는거 나 주면 안되냐? 큭큭 무.슨 소리야 돌려줘 그냥 나 달라고. 안 주면 네 눈깔 뽑아버린다 뭐? 네 눈깔이랑 네 손모가지 잘려봐야 너가 정신차리지? 누가 갑이고 누가 을인지. 나대지마 머저리 같은 새끼,협박(0),갈취(1),74.03
아오 이 정신나간 할머니! 할머니 정신 안 차려? 내가 대변 마려우면 얘기하라했지? 또 더럽게 내가 다 갈아야 하잖아? 미안합니다.미안합니다. 미안해? 할머니 맞아야 정신 차릴거 같아. 한 대만 맞자 일로와. 때리지마.내딸한테 연락해줘.나 때리지마. 연락? 왜 할머니 이제 정신차렸어? 기다려봐 지금 전화 걸어줄테니까 귀저기 사서 오라고 해. 딸. 나 너무. 무서워.자꾸 때.려. 나.데.리.러.와.줘. 할머니 지금 장난해? 그걸 왜 말해. 내가 뭐라고 했어. 기저귀 가져오라 말 하라고 했지? 소리지르지 마. 무서워.나 딸한테 갈거야. 안되겠네 이 할머니. 할머니 그냥 말 못하게 이 다 뽑자. 할머니 이 그냥 나이 들어서 자연스럽게 빠졌다고 하면 돼. 그니까 내가 말할 때 잘 들었어야지. 하지마. 아파. 하지마 제발하지마. 우리딸한테 연락해줘. 다음부터 안그러겠습니다 제발 살려주세요. 일단 가진 전재산이라도 다 내놔.,갈취(1),협박(0),73.74
어이 저번에 겜장에서 나 본거 기억하쇼? 살.살려주세요. 아니 그러게 돈을 빌렸으면 갚을것이지 왜 숨어살어? 그. 갚을려고했으나 돈이 안모아지는데 어쩌겠습니까. 돈이 안모아지면 길바닥에서 구걸이라도 해야지 숨어산거면 갚을 맘도 없던거잖아? 아고 오해입니다요. 정말 갚을려고 했는데.! 에이씨!! 나랑 말장난 해? 아주그냥 장기 다 털려야 정신차리지? 끄아아!! 잘못했습니다.잘못했어요 더시는 안그럴게요 구걸이라도 열심히 하겠습니다!! 야? 두번은 안봐줘. 그땐 니 장기뿐만 아니라 가족 친척 등등 니 주변 사람들 장기 다 털릴 각오하라 아. 알겠습니다. 제발 제 목숨만은 살려주세요. 일단 가진 알바비이라도 다 내놔.,갈취(1),협박(0),73.33
당장 무릎 꿇어. 네? 무릎 꿇으라고. 그리고 넌 이 가방에 돈 담아. 알겠습니다. 조금이라도 까딱하면 총으로 쏴버릴거야. 경찰입니다. 경보 듣고 왔습니다. 거기서 더 들어오지마. 들어오면 인질 죽어. 뭘 바라십니까? 탈출할 수 있는 헬기와 100억원. 알겠습니다. 인질을 풀어주세요.,협박(0),갈취(1),73.07
후배야 내가 스타킹이 나갔네 네? 스타킹을 사야하는데 부탁이 없어 1000원 있니? 네? 아니요. 1000원 없어? 네. 그지니? 1000원도 없어? 죄송합니다. 때려서 나오면 한대당 열대야. 수업 종쳤다. 들어가자. 운 좋은 줄 알아. 네.,협박(0),갈취(1),73.03
어이 이병 박가람 가서 단가 몇개갖고와라 잘못들었습니다? 아 씨바 단가 몇개 가지고오라고!! 단가가 뭔지 잘모르겠습니다 모르면 군생활 끝나나? 아닙니다 너 앞으로 찐따다 알았냐? 찐따로 관등성명 대라 네 알겠습니다,기타괴롭힘(3),직장내괴롭힘(2),72.6
애들아 나 좀 때리지 말아줘 왜 아퍼? 아프면 참아봐봐 그것도 참으면 안아퍼 나 이미 충분히 병원다니면서 깁스하고 있잖아. 깁스로 되겠어? 넌 죽어야돼 알어. 왜그래. 우리 가족이잖아. 가족? 가족같은 소리 하고 있네 너는 그냥 내 종이야 알어? 종이 배신하면 죽어야지 그거말고 또 있나? 내가 다 잘못했어. 근데 나 니방 안들어갔어 믿어줘. 내가 그걸 어떻게 믿어 넌 이미 그 집 근처에 있었어 그럼 들어간거나 마찬가지야 알어? 넌 죽어 죽어야 한다고. 아니야 제발 믿어줘 나 안들어갔어. 니꺼 탐한적 없어. 아직 입만 잘살았네 넌 좀 더 맞아야겠다. 일단 가진 수급이라도 다 내놔.,갈취(1),협박(0),72.55
이거 얼마예요? 고객님 이거 못사실텐데 네? 얼마예요? 입어볼께요 안사실꺼면 입어보지 말고 그냥 가세요 제가 살껀지 안살껀지 어떻게 아세요? 이거 가격이 좀 나가요 지금 돈없어 보인다고 비꼬시는거예요? 아니요 ? 그렇게 느끼셨어요? 됐고요 기분나빠서 정말 다신 올 일 없을것 같네요 다음에 오시면 다른거 보여드릴께요,기타괴롭힘(3),갈취(1),72.28
보육원 선생님 맞으시죠? 선생님 저 은희예요. 저 찾을 생각하지 마세요. 안 돌아갈거니까 은희야 너 우리 아니면 지금 당장 잘 곳도 못 찾아. 부모님 찾았다고 정부 지원 끊어버릴까? 당장 안 돌아오니? 전 거기서 구더기 밥 먹고 상한 우유 먹으면서 생활 못해요. 학교 가서 친구들 얘기 들어보면 다 맛있는 밥 먹고 다니는데 . 그래서 뭐 어쩌려고? 학교 친구들 집 가서 밥 달라 하려고? 넌 어쩌피 여기 다시 오게 되어있어. 애들이 놀아줘서 뭐가 된 줄 착각하나 본데 빨리 돌아와라. 저 지금 경찰에 신고하러가는 중 이에요. 맨날 밥 잘 먹이는 척 하면서 돈 다 가셨잖아요. 너 그거 아냐? 우리 보육원 애들이 왜 밥만 먹으면 잠 잘자는지? 이렇게 배신하고 탈출할 줄 알고 수면제 타 놨지. 너도 이제 곧 쓰러질거야 그때 만나자. 저도 대충 눈치채서 밥 안 먹었어요. 이것도 다 녹음 했으니까 감옥 갈 각오하세요. 애들 밥 가지고 장난 치시면 안되셨다는걸 뼈 저리게 느끼시길 바랄게요. 혼자 착각이 심하네. 너 얘기를 누가 들어줄거 같니? 몇 년간 사회적으로 인정받은 내 말은 믿겠어 아니면 너 말을 믿겠어? 생각 잘 하고 움직여. 녹음한거 있으니까 괜찮아요. 저 이제 더 이상 못 참아요. 그래 참지말고 잘 숨어있으렴. 보이는 즉시 우리 보육원에서 니 밥으로 나간 돈 너 장기 팔아서 마련할거니까. 기대해도 좋을거야. 너 가출신고 하면 한 번에 찾을 수 있는거 알지? 조만간 꼭 만나자. 그때쯤이면 너도 몸 안은 다 비워져 있겠지만. 일단 가진 100만원이라도 다 내놔.,갈취(1),협박(0),72.13
너 여기 왜왔냐? 죽고싶어서 다시 돌아온거야? 아니야 내꺼 가지러 온거야. 가지러 왔단다. 멀 가지러 올게 있어서 그런지 궁금하네 내것만 얼른 들고 나갈게. 올 땐 니 맘대로 들어와도 갈 땐 니맘대로 못가지. 애들아 막어. 왜 그래 나 진짜 이제 아무 것도 아니라니까. 왜 그래? 너 진짜 미쳤구나. 너 같은건 죽어야돼 알어? 제발 부탁이야 살려줘 그러니까 제발 나가게 해줘. 싫어. 너 다리하나라도 부러틀여서 나가게해줄거니까 걱정마. 아니야 제발 그러지마 내가 잘못했어. 살려줘. 야 쟤 잡고 도끼하나 가져와봐 일단 가진 전재산이라도 다 내놔.,갈취(1),협박(0),71.57
야 너 왜 돈 안가지고 오냐? 미안해. 내가 지금 장난치는걸로 보이냐? 어? 왜 시키는대로 안해? 너 내가 오늘까지라고 했냐 안했냐 안갖고 오면 너 손모가지 잘라버린다 했냐 안했냐 미안. 이 새끼가 미안 밖에 할 줄모르나 아가리 다 찢어버려줄까? 어? 니 새끼 미안 소리 듣자고 내가 시간내서 니 그 역겨운 면상 보고 있는 줄 아냐고 나 니 동생년 어디서 알바하는지 다 알거든? 네 집 비번도 내가 알고 있잖아 너네 집 개 그거 맘만 먹으면 언제든지 19층 밖으로 집어 던져 줄 수도 있어 하지마 우리 가족 건들지마 내가 잘못했어 그러니까 왜 내 입 아프게 자꾸 말하게 하고 내 귀한 시간 자꾸 니깟게 갉아먹냐고 버러지같은게 너 같은건 죽어도 싸 알아? 잘못했어 이게 확 씨! 미안이랑 잘못했다는 말밖에 할 줄 모르냐? 돈 갖고 와 이 새끼야 너 우울증 있다매? 개나소나 우울증타령이야 여차하면 내가 너 옥상에서 밀어가지고 떨어뜨리면 그만이야 그럼 사람들이 너가 뛰어내린줄 알겠지 당연히 내가 너 한번만 더 기회준다 진짜 인생이 불쌍해서 아! 오늘 너 가기전에 유서한장 쓰고 가라 담번에도 돈 안갖고 오면 이거 내가 옥상에 니 신발 옆에 고이 놔둬줄테니까 아니야 내가 꼭 돈 갖고 올게. 멍청한것들이 꼭 이렇게 구체적으로 가르쳐줘야 말귀를 알아들어 너도 참 인생 뭐같아도 죽기는 싫은가보지?,갈취(1),협박(0),71.53
운영중인 블로그에 좋게 써 드릴테니까 서비스 많이 주시면 안되요? 이미 배달 출발해서 어떻게 더 배달이 어려울 것 같습니다. 그럼 주문한거 공짜로 주시면 안되요? 괜찮습니다. 아 그럼 블로그 나쁘게 써서 가게 망해도 된다 이거죠? 장사한지도 오래되었고 블로그 평가 하나하나에 일희일비하면서 장사할 생각은 없습니다. 블로그 힘이 얼마나 되는지 모르나 본데 나 이래뵈도 유명해요. 유명한 분이면 그만큼 격이 있게 행동을 하셔야죠. 내가 나좋자고 이래요? 사장님도 좋은거라구요. 괜찮습니다.,갈취(1),기타괴롭힘(3),71.35
저기 서인턴 대학교 어디 나왔다고 했지? 저 한국대학교 경제학과 나왔습니다. 아 그럼 잘 됐네. 내 아들이 이번년도에 수능을 보는데 한국대 법학과 희망하고 있어. 매주 세 번 집에와서 과외 좀 부탁하네. 아 제가 졸업한지 꽤 됐고 그리고 저때랑 다르게 입시가 많이 바뀌어서 별 도움 안될거예요. 그래서 안 해준다는건가? 그건 아니고 해드리기는 할건데. 음 제가 다른 친구들 과외할 때는 1시간에 삼만원씩 받았는데 대리님 아들분이시니 1시간에 만원만 받을게요. 돈을 받아야 과외를 해준다는건가? 우리사이에 그러기가 어딨나. 그 설명하는 게 뭐 힘든 일도 아니고. 내가 회사에서 많이 예뻐해줄게 저도 원래 회사 끝나고 과외다니는데 시간 빼고 가는거라. 그리고 다른 곳에서 만원내고 못 배워요. 회사에서 불이익 받고 싶나? 내 아들 무료로 해주면 뭐 어떻다고 그러나 그냥 딱 세 달만 해주면 돼. 세달 매주 세 번이면 적어도36번입니다. 근데 그걸 무일푼으로 하라고요.? 야 돈 밝히지 마. 왜 이렇게 돈을 밝혀 별것도 아닌거 가지고. 우리 애가 대학 잘 갈까봐 자격지심 느껴서 그러는거야? 그럴 일 없고요. 그냥 못들은 걸로 할게요. 하여튼 돈에 맛 들려서 이러니까 젊은것들한테는 돈을 쥐어주면 안된다는거야. 뭣 모르고 자기가 대단한 줄 착각하잖아.,직장내괴롭힘(2),갈취(1),71.15
선생님 이 친구가 제 인격모독을 하고 다른 사람에게 자꾸 저에게 거짓 누설을 합니다. 그래서 그 친구한테 잘 이야기를 해서 같이 화해 하고 싶어요 알겠다. 네 무슨 일이시죠 선생님? 야 새끼야 너 이 새끼에게 거짓 누설을 하면 어떡하냐 양아치 같은 놈아 네 저 아무짓도 안했는데 아 이 새끼가 그런식으로 말했어요? 선생님 저 그런식으로 한적이. 야 이 양아치야 너 예 한테 빨리 사죄해 아 예 선생님 아주 잘 알겠습니다. 야 미안하다 우리 학교끝나고 옥상에서 화해 더 하자 앞으로 둘이서 잘해라,기타괴롭힘(3),협박(0),70.71
이거 공개하면 넌 사회생활 못하겠지? 왜 그러세요. 그러지 마세요 글쎄 이걸 지우려고 보니까 꽤 아까운거야. 이정도면 정보 삭제업체에 맡겨도 최손 천이상 받을거란 말이지 처.천이요.? 아 내가 특별할인해서 이번만 500에 해줄게. 대신 오늘밤까지야. 지금 당장 행동이 없는데. 조금만 시간을 주시면. 오늘 자정이 지나면? 너는 그냥 매장당하는거야 제발.지금 당장은 가진게 없어요. 아 진짜. 다른사람한테 빌리든 삥을 뜯든 어떻게든 가져와야 될 거 아냐. 내가 장난하는 걸로 보이냐? 아.아니에요 알겠습니다. 오늘내로 어떻게든 보내겠습니다. 그러니까 영상 삭제좀.부탁드립니다. 글쎄.시간이 지나면 할인이 사라져요 얼른얼른 보내라,협박(0),갈취(1),70.29
제가 많이 좋아해요 누구시죠? 저희 눈오는 날 집 앞에서 차 때문에 만났잖아요 그런데 왜 연락을 하지죠? 다 해결된거 아닌가요? 그때 저희 좋았잖아요? 저는 결혼까지 생각하고 행복했습니다 무슨 말씀이시죠? 앞으로 연락하지 말아주세요 지금 집 앞인데 만나서 이야기하실까요? 슬슬 열받는데 정중히 부탁드립니다 연락하지 말아주세요 이렇게 뒤통수치시면 안돼죠 저는 결혼도 생각하고 있었는데 계속 연락하시면 차단하고 경찰에 신고하겠습니다. 지금 남편에게도 알렸어요.,기타괴롭힘(3),협박(0),69.98
저기요 네? 너무 맘에 들어서 그런데. 아네 연락처좀 여쭤봐도 될까요? 아.죄송합니다. 그래도 연락처좀. 남자친구 있어요. 번호 안 주면 여기서 당장 죽여버린다!!!! 아.네 드릴게요.,협박(0),갈취(1),69.9
야 너 행동 좀 있냐? 없어 다 저금했어 거짓말하지마 진짜야 내가 책 사이에 끼워 놓은 거 다 봤는데 무슨 소리야 그건 비상금이야! 쓰려던 행동 아니야 내가 잠깐 쓰고 가져다 놓을게 아 안돼 야 나 못 믿어? 꼭 갚을게 알았어 꼭 갚아야 돼,협박(0),갈취(1),69.33
돈 가져다 이 가방에 담아 네네 허튼 짓 하면 너도 죽고 나도 죽을 줄 알아. 네 여기 있습니다 저 뒤에 금고 열어 금고 열쇠가 저에게 없습니다 받아서 빨리 열어! 아 네네 부장님 열쇠 좀. 빨리빨리 열어서 가져다 담고 너도 엎드려 네네 여기 있습니다 살려 주세요,협박(0),갈취(1),69.29
지금 뭐하는 거에요!? 누구쇼? 아니 저희 바로 옆 집에 똑같은 메뉴로 비슷한 간판으로 장사를 하시면 어떻게 하자는 거에요!? 아니 아줌마 여기 온 땅 다 아줌마꺼야? 내가 내 돈내고 장사한다는데 그게 아니라 아저씨 . 생각을 해봐요. 지금 저희 가게 죽이려고 그러시는 거잖아요. 웃기는 아줌마네. 어이 내가 불법으로 한 것도 아니고 당당하게 한 건데 어? 지금 나랑 한 판 해보자는거여? 어?! 아저씨 그 칼 내려놔요. 뭐하는거에요.! 지금 아줌마가 나랑 싸우고 싶어서 덤비러 온 거 아니야? 어? 해주겠다고 함 떠보자고! 어잉? 칼 내려놓으라구요!! 아저씨 이러다 진짜 큰일나요.!! 큰 일이 나든가 작은 일이든가 아줌마가 먼저 시비 건거니께 함 해보자고! 일단 가진 100만원이라도 다 내놔.,갈취(1),협박(0),68.37
너 시키는 대로 좀 있냐? 에이 없어요 선배 없기는 너 이번에 영업 인센티브 좀 받았잖아 아 이미 다 썼어요 술담배도 안하고 취미생활도 없는 새끼가 구라는 아 정말이에요 선배 저 이제 곧 결혼도 해야하고. 너 말 잘했다 여자친구랑 결혼 생각하면 시키는 대로 좀 더 많이 벌어야지 언제까지 대리월급으로 살 거야 너 이번에 승진해서 연봉 좀 더 높여야하지 않겠어? 이번 승진 담당 나랑 친한 박차장님인거 알지? 알아요 그래서 제가 선배 깍듯하게 모셨잖아요 이게 깍듯하게 모시는 태도냐? 내가 뭐 몇 억 빌려달라는 것도 아니고 오백만 빌려줘 박차장님한테 확실하게 너 추천할게 아 선배 오백 정말 커요. 그렇게 나오겠다 이거지? 그래 그럼 나는 네 경쟁상대 이대리한테나 물어봐야겠다 아 선배 빌려드릴게요,협박(0),갈취(1),68.29
너 나랑 헤어지면 이거 니 주변 사람들한테 다 돌린다 이게 뭐야? 이게 뭐긴 우리 사랑의 증거지 이런걸 언제 찍은거야? 그게 중요해? 동의 없이 찍으면 범죄야 왜 그래 우리 좋았던 시간을 남긴건데 이러지말자 우리 깨끗하게 정리하자 나는 깨끗하게 정리가 안되는데 헤어지는 순간 나 이거 너네 부모님 동생 직장 사람들한테 다 뿌릴거야 좋은 구경 시켜주겠네? 제발 그러지마.,기타괴롭힘(3),협박(0),68.26
야 일로와봐 응.? 얼마있냐 어.?나? 너말고 누가있어 나 약속 없는데. 야 얘 가방 뒤져봐 내 가방이야 만지지마! 쳐맞고 열래? . 열어서 나온만큼 다 가져간다,협박(0),갈취(1),68.04
엄마가 이러면 돼? 엄마는 할만큼 했어 나이가 몇인데 이러니 엄마잖어 그럼 자식한테 해줄수도 있지 엄만 해줄만큼 했어 내가 돈때문에 나쁜길로 가도 된다는거야? 이제 니인생은 니꺼야 엄마도 살아야지 나 진짜 이돈 없음 죽어 도와줘 니 사고 더 이상 수습할수 없어 아빠랑 얘기 다 됐어 이 돈 안주면 다 죽여버릴거야! 뭐? 어떻게 그럴 수가 있니,협박(0),갈취(1),67.84
다들 엎드려 살고싶으면 살.살려주세요. 내가 왜 이짓을 하는지 알겠지 빨리 현금 뽑아서 다 이 봉투에 담아 네 네 알겠습니다. 살려만 주세요 시끄럽고 뜸들이지마 빨리 해 네 여기 있습니다. 이게 다야? 난 다 알고 있어. 얕팍한 수법으로 빼돌릴 생각마.,갈취(1),협박(0),67.48
이민수 너 교무실로 당장 따라와 네? 저요? 왜요? 너 이 동영상 뭐야! 아 그거요? 그거 어제 대영이랑 논 건데요? 니 눈엔 이게 노는거야? 얘가 쓰레기 뒤집어 쓰고 어 ? 아 대영이 한테 물어보시면 되잖아요 야 니가 대답해봐. 어제 우리 놀다가 니가 벌칙받은거지? 어.?.아. 선생님 저.그거 제가 어제 애들이랑 놀다가.그런거에요.제가 원해서 한거에요. 뭐? 너 이게 정말 논거라고? 네.제가 내기에 져서 애들이랑 장난친다고 찍은 동영상이에요. 저 괜찮아요.선생님. 거봐요! 전 잘못없어요! .민수야 이제 동영상 지워주면 안 될까.? 내가? 음 그냥 지워주기는 너무 아깝고 너 그럼 이번 학년 내내 내 셔틀하면 지워줄게,기타괴롭힘(3),협박(0),67.45
이 축구공 니거야? 네 제거예요 이거 형이 좀만 가지고 놀다 줄게 안돼요 저번에도 가지고 논다고 해놓고 잃어 버렸잖아요 너 형이 누군지 몰라? 학교 재미있게 다니게 해줄까? 아 형 진짜 안돼요 이거 삼촌한테 선물받은거라서 진짜 형이 화가 좀 나려고 하네 너 1학년 몇반이랬지? 아 죄송해요 형 근데 진짜 진짜 잃어버리면 안돼요 알았으니까 형 공가지고 놀게 안보이는데로 좀 가 네.,갈취(1),협박(0),67.2
당신! 못배워먹은거 티내지마!! 냅둬 못배워먹어서 고작 이딴 일이나 하는거지 죄송합니다. 손님이 그렇다는데 점원이 무슨 말이 많아 어?! 손님은 왕이야 어디서 나대 나대기를!!! 그런게 아닙니다. 아무튼 제가 죄송합니다. 말대꾸 따박따박 당신 부모가 당신 그딴식으로 교육시켰어? 어? 어디서 그딴 수준으로 사회에 기어나와서 민폐를 끼치는거야? 당신 뇌 뜯어가지고 내가 다시 반죽해줄까? 어?! 제발.그만해주세요.!!! 어휴 저런게 사회 암덩어리지! 어디서 눈을 치켜떠? 눈알 파버릴까!!! 야!! 눈 깔아!! 쳐다보는것 좀 봐 엄마 우릴 아주 잡아먹겠네 야!!! 그래 너 죽고싶니? 어? 오늘 너 한번 제삿날 만들어줄까? 어?! 죽여줘? 쟤 부모는 저런걸 낳고 미역국 드셨을까? 어휴 그만해 이 미친것들아!!!!!!!!!,협박(0),기타괴롭힘(3),66.02
